person_a,person_a_role,person_b,person_b_role,year,country,identifier
Sandra Phidalgo,backings,Luís Filipe,composers,1990,PT,1990_PT
Sandra Phidalgo,backings,Frederico Pereira,lyricists,1990,PT,1990_PT
Luís Filipe,composers,Frederico Pereira,lyricists,1990,PT,1990_PT
Ketil Stokkan,artist,Pernilla Emme,backings,1990,NO,1990_NO
Ketil Stokkan,artist,Ketil Stokkan,writers,1990,NO,1990_NO
Pernilla Emme,backings,Ketil Stokkan,writers,1990,NO,1990_NO
Beat,artist,Robinson,backings,1990,FI,1990_FI
Beat,artist,Tina Krause,composers,1990,FI,1990_FI
Beat,artist,Stina Engblom,lyricists,1990,FI,1990_FI
Robinson,backings,Tina Krause,composers,1990,FI,1990_FI
Robinson,backings,Stina Engblom,lyricists,1990,FI,1990_FI
Tina Krause,composers,Stina Engblom,lyricists,1990,FI,1990_FI
Carola,artist,Staffan Paulsson,backings,1991,SE,1991_SE
Carola,artist,Stephan Berg,writers,1991,SE,1991_SE
Staffan Paulsson,backings,Stephan Berg,writers,1991,SE,1991_SE
Amina,artist,Wasis Diop,composers,1991,FR,1991_FR
Amina,artist,Amina Annabi,lyricists,1991,FR,1991_FR
Amina,artist,Wasis Diop,backings,1991,FR,1991_FR
Wasis Diop,composers,Amina Annabi,lyricists,1991,FR,1991_FR
Wasis Diop,composers,Wasis Diop,backings,1991,FR,1991_FR
Amina Annabi,lyricists,Wasis Diop,backings,1991,FR,1991_FR
Duo Datz,artist,Uzi Hitman,writers,1991,IL,1991_IL
Sergio Dalma,artist,Julio Seijas,composers,1991,ES,1991_ES
Sergio Dalma,artist,Luis Gómez-Escolar,lyricists,1991,ES,1991_ES
Sergio Dalma,artist,Santiago Fernández,backings,1991,ES,1991_ES
Julio Seijas,composers,Luis Gómez-Escolar,lyricists,1991,ES,1991_ES
Julio Seijas,composers,Santiago Fernández,backings,1991,ES,1991_ES
Luis Gómez-Escolar,lyricists,Santiago Fernández,backings,1991,ES,1991_ES
Sandra Simó,artist,Renato Mascetti,writers,1991,CH,1991_CH
Paul Giordimaina & Georgina,artist,Paul Abela,composers,1991,MT,1991_MT
Paul Giordimaina & Georgina,artist,Raymond Mahoney,lyricists,1991,MT,1991_MT
Paul Abela,composers,Raymond Mahoney,lyricists,1991,MT,1991_MT
Peppino di Capri,artist,Marcello Marocchi,composers,1991,IT,1991_IT
Peppino di Capri,artist,Giampiero Artegiani,lyricists,1991,IT,1991_IT
Marcello Marocchi,composers,Giampiero Artegiani,lyricists,1991,IT,1991_IT
Dulce,artist,José Da Ponte,composers,1991,PT,1991_PT
Dulce,artist,José Da Ponte,lyricists,1991,PT,1991_PT
Dulce,artist,Guilherme Inês,backings,1991,PT,1991_PT
José Da Ponte,composers,José Da Ponte,lyricists,1991,PT,1991_PT
José Da Ponte,composers,Guilherme Inês,backings,1991,PT,1991_PT
José Da Ponte,lyricists,Guilherme Inês,backings,1991,PT,1991_PT
Elena Patroclou,artist,Kypros Charalambus,composers,1991,CY,1991_CY
Elena Patroclou,artist,Andreas Christou,lyricists,1991,CY,1991_CY
Elena Patroclou,artist,Nassia Trachonitou,backings,1991,CY,1991_CY
Kypros Charalambus,composers,Andreas Christou,lyricists,1991,CY,1991_CY
Kypros Charalambus,composers,Nassia Trachonitou,backings,1991,CY,1991_CY
Andreas Christou,lyricists,Nassia Trachonitou,backings,1991,CY,1991_CY
Kim Jackson,artist,Liam O'Reilly,writers,1991,IE,1991_IE
Samantha Janus,artist,Paul Curtis,writers,1991,GB,1991_GB
Samantha Janus,artist,Zoe Picot,backings,1991,GB,1991_GB
Paul Curtis,writers,Zoe Picot,backings,1991,GB,1991_GB
"İzel Çeliköz, Reyhan Karaca & Can Uğurluer",artist,Şevket Uğurluer,composers,1991,TR,1991_TR
"İzel Çeliköz, Reyhan Karaca & Can Uğurluer",artist,Aysel Gürel,lyricists,1991,TR,1991_TR
Şevket Uğurluer,composers,Aysel Gürel,lyricists,1991,TR,1991_TR
Sofia Vossou,artist,Andreas Mikroutsikos,writers,1991,GR,1991_GR
Sofia Vossou,artist,Andreas Mikroutsikos,backings,1991,GR,1991_GR
Andreas Mikroutsikos,writers,Andreas Mikroutsikos,backings,1991,GR,1991_GR
Sarah Bray,artist,Patrick Hippert,composers,1991,LU,1991_LU
Sarah Bray,artist,Monique Wersant,lyricists,1991,LU,1991_LU
Sarah Bray,artist,Patrick Alessi,backings,1991,LU,1991_LU
Patrick Hippert,composers,Monique Wersant,lyricists,1991,LU,1991_LU
Patrick Hippert,composers,Patrick Alessi,backings,1991,LU,1991_LU
Monique Wersant,lyricists,Patrick Alessi,backings,1991,LU,1991_LU
Stefán & Eyfi,artist,Eyjólfur Kristjánsson,writers,1991,IS,1991_IS
Stefán & Eyfi,artist,Richard Scobie,backings,1991,IS,1991_IS
Eyjólfur Kristjánsson,writers,Richard Scobie,backings,1991,IS,1991_IS
Clouseau,artist,Kris Wauters,writers,1991,BE,1991_BE
Clouseau,artist,Paul Poelmans,backings,1991,BE,1991_BE
Kris Wauters,writers,Paul Poelmans,backings,1991,BE,1991_BE
Just 4 Fun,artist,P.G. Roness,composers,1991,NO,1991_NO
Just 4 Fun,artist,Dag Kolsrud,lyricists,1991,NO,1991_NO
P.G. Roness,composers,Dag Kolsrud,lyricists,1991,NO,1991_NO
Atlantis 2000,artist,Alfons Weindorf,composers,1991,DE,1991_DE
Atlantis 2000,artist,Helmut Frey,lyricists,1991,DE,1991_DE
Alfons Weindorf,composers,Helmut Frey,lyricists,1991,DE,1991_DE
Anders Frandsen,artist,Peter Busborg,backings,1991,DK,1991_DK
Anders Frandsen,artist,Michael Elo,writers,1991,DK,1991_DK
Peter Busborg,backings,Michael Elo,writers,1991,DK,1991_DK
Kaija,artist,Pirjo Aittomäki,backings,1991,FI,1991_FI
Kaija,artist,Ile Kallio,composers,1991,FI,1991_FI
Kaija,artist,Jukka Välimaa,lyricists,1991,FI,1991_FI
Pirjo Aittomäki,backings,Ile Kallio,composers,1991,FI,1991_FI
Pirjo Aittomäki,backings,Jukka Välimaa,lyricists,1991,FI,1991_FI
Ile Kallio,composers,Jukka Välimaa,lyricists,1991,FI,1991_FI
Baby Doll,artist,W-Ice,backings,1991,YU,1991_YU
Baby Doll,artist,Zoran Vracević,composers,1991,YU,1991_YU
Baby Doll,artist,Bebi Dol,lyricists,1991,YU,1991_YU
W-Ice,backings,Zoran Vracević,composers,1991,YU,1991_YU
W-Ice,backings,Bebi Dol,lyricists,1991,YU,1991_YU
Zoran Vracević,composers,Bebi Dol,lyricists,1991,YU,1991_YU
Thomas Forstner,artist,Wolfgang Eltner,writers,1991,AT,1991_AT
Linda Martin,artist,Mary Lowe,backings,1992,IE,1992_IE
Linda Martin,artist,Johnny Logan,writers,1992,IE,1992_IE
Mary Lowe,backings,Johnny Logan,writers,1992,IE,1992_IE
Michael Ball,artist,Victor Stratton,writers,1992,GB,1992_GB
Michael Ball,artist,Peter Beckett,backings,1992,GB,1992_GB
Victor Stratton,writers,Peter Beckett,backings,1992,GB,1992_GB
Mary Spiteri,artist,Georgina Abela,composers,1992,MT,1992_MT
Mary Spiteri,artist,Raymond Mahoney,lyricists,1992,MT,1992_MT
Mary Spiteri,artist,Staffan Paulsson,backings,1992,MT,1992_MT
Georgina Abela,composers,Raymond Mahoney,lyricists,1992,MT,1992_MT
Georgina Abela,composers,Staffan Paulsson,backings,1992,MT,1992_MT
Raymond Mahoney,lyricists,Staffan Paulsson,backings,1992,MT,1992_MT
Mia Martini,artist,Giuseppe Dati,composers,1992,IT,1992_IT
Mia Martini,artist,Giancarlo Bigazzi,lyricists,1992,IT,1992_IT
Giuseppe Dati,composers,Giancarlo Bigazzi,lyricists,1992,IT,1992_IT
Cleopatra,artist,Hristos Lagos,writers,1992,GR,1992_GR
Dafna,artist,Kobi Oshrat,composers,1992,IL,1992_IL
Dafna,artist,Ehud Manor,lyricists,1992,IL,1992_IL
Kobi Oshrat,composers,Ehud Manor,lyricists,1992,IL,1992_IL
Heart 2 Heart,artist,Grétar Örvarsson,composers,1992,IS,1992_IS
Heart 2 Heart,artist,Stefán Hilmarsson,lyricists,1992,IS,1992_IS
Heart 2 Heart,artist,Jóhann Ásmundsson,backings,1992,IS,1992_IS
Grétar Örvarsson,composers,Stefán Hilmarsson,lyricists,1992,IS,1992_IS
Grétar Örvarsson,composers,Jóhann Ásmundsson,backings,1992,IS,1992_IS
Stefán Hilmarsson,lyricists,Jóhann Ásmundsson,backings,1992,IS,1992_IS
Kali,artist,Jean-Marc Monnerville,writers,1992,FR,1992_FR
Humphrey Campbell,artist,Edwin Schimscheimer,writers,1992,NL,1992_NL
Humphrey Campbell,artist,Ruth Jacott,backings,1992,NL,1992_NL
Edwin Schimscheimer,writers,Ruth Jacott,backings,1992,NL,1992_NL
Tony Wegas,artist,Dieter Bohlen,composers,1992,AT,1992_AT
Tony Wegas,artist,Joachim Horn-Bernges,lyricists,1992,AT,1992_AT
Tony Wegas,artist,Thorsten Brötzmann,backings,1992,AT,1992_AT
Dieter Bohlen,composers,Joachim Horn-Bernges,lyricists,1992,AT,1992_AT
Dieter Bohlen,composers,Thorsten Brötzmann,backings,1992,AT,1992_AT
Joachim Horn-Bernges,lyricists,Thorsten Brötzmann,backings,1992,AT,1992_AT
Evridiki,artist,Leonidas Malenis,writers,1992,CY,1992_CY
Kenny & Lotte,artist,Carsten Warming,writers,1992,DK,1992_DK
Kenny & Lotte,artist,Peter Busborg,backings,1992,DK,1992_DK
Carsten Warming,writers,Peter Busborg,backings,1992,DK,1992_DK
Extra Nena,artist,Radivoje Radivojević,composers,1992,YU,1992_YU
Extra Nena,artist,Gale Janković,lyricists,1992,YU,1992_YU
Radivoje Radivojević,composers,Gale Janković,lyricists,1992,YU,1992_YU
Serafin,artist,Luis Miguélez,composers,1992,ES,1992_ES
Serafin,artist,Luis Miguélez,lyricists,1992,ES,1992_ES
Serafin,artist,María Lar,backings,1992,ES,1992_ES
Luis Miguélez,composers,Luis Miguélez,lyricists,1992,ES,1992_ES
Luis Miguélez,composers,María Lar,backings,1992,ES,1992_ES
Luis Miguélez,lyricists,María Lar,backings,1992,ES,1992_ES
Daisy Auvray,artist,Gordon Dent,writers,1992,CH,1992_CH
Wind,artist,Ralph Siegel,composers,1992,DE,1992_DE
Wind,artist,Gunter Johansen,lyricists,1992,DE,1992_DE
Ralph Siegel,composers,Gunter Johansen,lyricists,1992,DE,1992_DE
Diná,artist,Ondina Veloso,composers,1992,PT,1992_PT
Diná,artist,Rosa Lobato de Faria,lyricists,1992,PT,1992_PT
Diná,artist,Fernanda Lopes,backings,1992,PT,1992_PT
Ondina Veloso,composers,Rosa Lobato de Faria,lyricists,1992,PT,1992_PT
Ondina Veloso,composers,Fernanda Lopes,backings,1992,PT,1992_PT
Rosa Lobato de Faria,lyricists,Fernanda Lopes,backings,1992,PT,1992_PT
Merethe Trøan,artist,Robert Morley,composers,1992,NO,1992_NO
Merethe Trøan,artist,Eva Jansen,lyricists,1992,NO,1992_NO
Robert Morley,composers,Eva Jansen,lyricists,1992,NO,1992_NO
Aylin Vatankoş,artist,Aldoğan Şimşekyay,composers,1992,TR,1992_TR
Aylin Vatankoş,artist,Aylin Uçanlar,lyricists,1992,TR,1992_TR
Aylin Vatankoş,artist,Uğur Şimşekyay,backings,1992,TR,1992_TR
Aldoğan Şimşekyay,composers,Aylin Uçanlar,lyricists,1992,TR,1992_TR
Aldoğan Şimşekyay,composers,Uğur Şimşekyay,backings,1992,TR,1992_TR
Aylin Uçanlar,lyricists,Uğur Şimşekyay,backings,1992,TR,1992_TR
Morgane,artist,Claude Barzotti,composers,1992,BE,1992_BE
Morgane,artist,Anne-Marie Gaspard,lyricists,1992,BE,1992_BE
Claude Barzotti,composers,Anne-Marie Gaspard,lyricists,1992,BE,1992_BE
Marion Welter and Kontinent,artist,Rom Heck,backings,1992,LU,1992_LU
Marion Welter and Kontinent,artist,Jang Linster,writers,1992,LU,1992_LU
Rom Heck,backings,Jang Linster,writers,1992,LU,1992_LU
Christer Björkman,artist,Niklas Strömstedt,writers,1992,SE,1992_SE
Pave,artist,Sini Heinilä,backings,1992,FI,1992_FI
Pave,artist,Pave Maijanen,composers,1992,FI,1992_FI
Pave,artist,Hector,lyricists,1992,FI,1992_FI
Sini Heinilä,backings,Pave Maijanen,composers,1992,FI,1992_FI
Sini Heinilä,backings,Hector,lyricists,1992,FI,1992_FI
Pave Maijanen,composers,Hector,lyricists,1992,FI,1992_FI
Niamh Kavanagh,artist,Garret Wall,backings,1993,IE,1993_IE
Niamh Kavanagh,artist,Jimmy Walsh,writers,1993,IE,1993_IE
Garret Wall,backings,Jimmy Walsh,writers,1993,IE,1993_IE
Sonia,artist,Red,writers,1993,GB,1993_GB
Sonia,artist,Shaun Fernandes,stageDirector,1993,GB,1993_GB
Red,writers,Shaun Fernandes,stageDirector,1993,GB,1993_GB
Annie Cotton,artist,Christophe Duc,composers,1993,CH,1993_CH
Annie Cotton,artist,Jean-Jacques Egli,lyricists,1993,CH,1993_CH
Christophe Duc,composers,Jean-Jacques Egli,lyricists,1993,CH,1993_CH
Patrick Fiori,artist,François Valéry,writers,1993,FR,1993_FR
Silje Vige,artist,Bjørn-Erik Vige,writers,1993,NO,1993_NO
Silje Vige,artist,Lakis Karnezis,backings,1993,NO,1993_NO
Bjørn-Erik Vige,writers,Lakis Karnezis,backings,1993,NO,1993_NO
Ruth Jacott,artist,Jochem Fluitsma,composers,1993,NL,1993_NL
Ruth Jacott,artist,Henk Westbroek,lyricists,1993,NL,1993_NL
Ruth Jacott,artist,Roq-E Harrell,backings,1993,NL,1993_NL
Jochem Fluitsma,composers,Henk Westbroek,lyricists,1993,NL,1993_NL
Jochem Fluitsma,composers,Roq-E Harrell,backings,1993,NL,1993_NL
Henk Westbroek,lyricists,Roq-E Harrell,backings,1993,NL,1993_NL
Arvingarna,artist,Lasse Holm,composers,1993,SE,1993_SE
Arvingarna,artist,Gert Lengstrand,lyricists,1993,SE,1993_SE
Arvingarna,artist,Peeter Wiik,backings,1993,SE,1993_SE
Lasse Holm,composers,Gert Lengstrand,lyricists,1993,SE,1993_SE
Lasse Holm,composers,Peeter Wiik,backings,1993,SE,1993_SE
Gert Lengstrand,lyricists,Peeter Wiik,backings,1993,SE,1993_SE
William Mangion,artist,William Mangion,writers,1993,MT,1993_MT
William Mangion,artist,Phylisianne Brincat,backings,1993,MT,1993_MT
William Mangion,writers,Phylisianne Brincat,backings,1993,MT,1993_MT
Kaiti Garbi,artist,Dimosthenis Stringlis,writers,1993,GR,1993_GR
Kaiti Garbi,artist,Victoria Halkiti,backings,1993,GR,1993_GR
Dimosthenis Stringlis,writers,Victoria Halkiti,backings,1993,GR,1993_GR
Anabela,artist,Pedro Abrantes,writers,1993,PT,1993_PT
Anabela,artist,Telmo Lopes,backings,1993,PT,1993_PT
Pedro Abrantes,writers,Telmo Lopes,backings,1993,PT,1993_PT
Eva Santamaria,artist,Ralf Steinman,composers,1993,ES,1993_ES
Eva Santamaria,artist,Carlos Toro,lyricists,1993,ES,1993_ES
Eva Santamaria,artist,Leyla Hoyle,backings,1993,ES,1993_ES
Ralf Steinman,composers,Carlos Toro,lyricists,1993,ES,1993_ES
Ralf Steinman,composers,Leyla Hoyle,backings,1993,ES,1993_ES
Carlos Toro,lyricists,Leyla Hoyle,backings,1993,ES,1993_ES
Enrico Ruggeri,artist,Enrico Ruggeri,writers,1993,IT,1993_IT
Enrico Ruggeri,artist,Luigi Schiavone,backings,1993,IT,1993_IT
Enrico Ruggeri,writers,Luigi Schiavone,backings,1993,IT,1993_IT
Inga,artist,Jon Kjell Seljeseth,composers,1993,IS,1993_IS
Inga,artist,Friðrik Sturluson,lyricists,1993,IS,1993_IS
Inga,artist,Guðrún Gunnarsdóttir,backings,1993,IS,1993_IS
Jon Kjell Seljeseth,composers,Friðrik Sturluson,lyricists,1993,IS,1993_IS
Jon Kjell Seljeseth,composers,Guðrún Gunnarsdóttir,backings,1993,IS,1993_IS
Friðrik Sturluson,lyricists,Guðrún Gunnarsdóttir,backings,1993,IS,1993_IS
Tony Wegas,artist,Johann Bertl,composers,1993,AT,1993_AT
Tony Wegas,artist,Thomas Spitzer,lyricists,1993,AT,1993_AT
Tony Wegas,artist,Stephan Gleixner,backings,1993,AT,1993_AT
Johann Bertl,composers,Thomas Spitzer,lyricists,1993,AT,1993_AT
Johann Bertl,composers,Stephan Gleixner,backings,1993,AT,1993_AT
Thomas Spitzer,lyricists,Stephan Gleixner,backings,1993,AT,1993_AT
Put,artist,Andrej Basa,composers,1993,HR,1993_HR
Put,artist,Đorđe Novković,lyricists,1993,HR,1993_HR
Andrej Basa,composers,Đorđe Novković,lyricists,1993,HR,1993_HR
Fazla,artist,Edin Dervišhalidović,composers,1993,BA,1993_BA
Fazla,artist,Fahrudin Pecikoza-Peca,lyricists,1993,BA,1993_BA
Edin Dervišhalidović,composers,Fahrudin Pecikoza-Peca,lyricists,1993,BA,1993_BA
Katri,artist,Matti Puurtinen,composers,1993,FI,1993_FI
Katri,artist,Jukka Saarinen,lyricists,1993,FI,1993_FI
Katri,artist,Pepe Willberg,backings,1993,FI,1993_FI
Matti Puurtinen,composers,Jukka Saarinen,lyricists,1993,FI,1993_FI
Matti Puurtinen,composers,Pepe Willberg,backings,1993,FI,1993_FI
Jukka Saarinen,lyricists,Pepe Willberg,backings,1993,FI,1993_FI
Münchener Freiheit,artist,Stefan Zauner,writers,1993,DE,1993_DE
Kyriakos Zymboulakis & Demos Van Beke,artist,Aristos Moskovakis,composers,1993,CY,1993_CY
Kyriakos Zymboulakis & Demos Van Beke,artist,Rodoula Papalambrianou,lyricists,1993,CY,1993_CY
Kyriakos Zymboulakis & Demos Van Beke,artist,Joanna Barrington,backings,1993,CY,1993_CY
Aristos Moskovakis,composers,Rodoula Papalambrianou,lyricists,1993,CY,1993_CY
Aristos Moskovakis,composers,Joanna Barrington,backings,1993,CY,1993_CY
Rodoula Papalambrianou,lyricists,Joanna Barrington,backings,1993,CY,1993_CY
Modern Times,artist,Patrick Hippert,writers,1993,LU,1993_LU
Modern Times,artist,Ruth,backings,1993,LU,1993_LU
Patrick Hippert,writers,Ruth,backings,1993,LU,1993_LU
"Burak Aydos, Baybora & Serter Öztürk",artist,Burak Aydos,writers,1993,TR,1993_TR
Tommy Seebach Band,artist,Steen Lindegaard,backings,1993,DK,1993_DK
Tommy Seebach Band,artist,Tommy Seebach,composers,1993,DK,1993_DK
Tommy Seebach Band,artist,Keld Heick,lyricists,1993,DK,1993_DK
Steen Lindegaard,backings,Tommy Seebach,composers,1993,DK,1993_DK
Steen Lindegaard,backings,Keld Heick,lyricists,1993,DK,1993_DK
Tommy Seebach,composers,Keld Heick,lyricists,1993,DK,1993_DK
1X Band,artist,Cole Moretti,composers,1993,SI,1993_SI
1X Band,artist,Tomaž Kosec,lyricists,1993,SI,1993_SI
Cole Moretti,composers,Tomaž Kosec,lyricists,1993,SI,1993_SI
Lakahat Shiru,artist,Varda Zamir,backings,1993,IL,1993_IL
Lakahat Shiru,artist,Shaike Paikov,composers,1993,IL,1993_IL
Lakahat Shiru,artist,Yoram Taharlev,lyricists,1993,IL,1993_IL
Varda Zamir,backings,Shaike Paikov,composers,1993,IL,1993_IL
Varda Zamir,backings,Yoram Taharlev,lyricists,1993,IL,1993_IL
Shaike Paikov,composers,Yoram Taharlev,lyricists,1993,IL,1993_IL
Barbara Dex,artist,Peter Meulemans,backings,1993,BE,1993_BE
Barbara Dex,artist,Marc Vliegen,composers,1993,BE,1993_BE
Barbara Dex,artist,Tobana,lyricists,1993,BE,1993_BE
Peter Meulemans,backings,Marc Vliegen,composers,1993,BE,1993_BE
Peter Meulemans,backings,Tobana,lyricists,1993,BE,1993_BE
Marc Vliegen,composers,Tobana,lyricists,1993,BE,1993_BE
Paul Harrington & Charlie McGettigan,artist,Brendan J. Graham,writers,1994,IE,1994_IE
Edyta Górniak,artist,Stanisław Syrewicz,composers,1994,PL,1994_PL
Edyta Górniak,artist,Jacek Cygan,lyricists,1994,PL,1994_PL
Edyta Górniak,artist,Alicja Borkowska,backings,1994,PL,1994_PL
Stanisław Syrewicz,composers,Jacek Cygan,lyricists,1994,PL,1994_PL
Stanisław Syrewicz,composers,Alicja Borkowska,backings,1994,PL,1994_PL
Jacek Cygan,lyricists,Alicja Borkowska,backings,1994,PL,1994_PL
MeKaDo,artist,Ralph Siegel,composers,1994,DE,1994_DE
MeKaDo,artist,Gunter Johansen,lyricists,1994,DE,1994_DE
MeKaDo,artist,Rhonda Heath,backings,1994,DE,1994_DE
Ralph Siegel,composers,Gunter Johansen,lyricists,1994,DE,1994_DE
Ralph Siegel,composers,Rhonda Heath,backings,1994,DE,1994_DE
Gunter Johansen,lyricists,Rhonda Heath,backings,1994,DE,1994_DE
Friderika Bayer,artist,Szilveszter Jenei,writers,1994,HU,1994_HU
Friderika Bayer,artist,Szilveszter Jenei,backings,1994,HU,1994_HU
Szilveszter Jenei,writers,Szilveszter Jenei,backings,1994,HU,1994_HU
Moira Stafrace & Christopher Scicluna,artist,Christopher Scicluna,composers,1994,MT,1994_MT
Moira Stafrace & Christopher Scicluna,artist,Moira Stafrace,lyricists,1994,MT,1994_MT
Christopher Scicluna,composers,Moira Stafrace,lyricists,1994,MT,1994_MT
Elisabeth Andreasson & Jan Werner Danielsen,artist,Rolf Løvland,composers,1994,NO,1994_NO
Elisabeth Andreasson & Jan Werner Danielsen,artist,Hans Olav Mørk,lyricists,1994,NO,1994_NO
Rolf Løvland,composers,Hans Olav Mørk,lyricists,1994,NO,1994_NO
Nina Morato,artist,Bruno Maman,composers,1994,FR,1994_FR
Nina Morato,artist,Nina Morato,lyricists,1994,FR,1994_FR
Nina Morato,artist,Mathieu Chedid,backings,1994,FR,1994_FR
Bruno Maman,composers,Nina Morato,lyricists,1994,FR,1994_FR
Bruno Maman,composers,Mathieu Chedid,backings,1994,FR,1994_FR
Nina Morato,lyricists,Mathieu Chedid,backings,1994,FR,1994_FR
Sara Tavares,artist,João Carlos Campos de Sousa Mota Oliveira,composers,1994,PT,1994_PT
Sara Tavares,artist,Rosa Lobato de Faria,lyricists,1994,PT,1994_PT
João Carlos Campos de Sousa Mota Oliveira,composers,Rosa Lobato de Faria,lyricists,1994,PT,1994_PT
Youddiph,artist,Lev Zemlinski,composers,1994,RU,1994_RU
Youddiph,artist,Youddiph,lyricists,1994,RU,1994_RU
Lev Zemlinski,composers,Youddiph,lyricists,1994,RU,1994_RU
Frances Ruffelle,artist,Mark Dean,writers,1994,GB,1994_GB
Frances Ruffelle,artist,Shirley Lewis,backings,1994,GB,1994_GB
Frances Ruffelle,artist,Shaun Fernandes,stageDirector,1994,GB,1994_GB
Mark Dean,writers,Shirley Lewis,backings,1994,GB,1994_GB
Mark Dean,writers,Shaun Fernandes,stageDirector,1994,GB,1994_GB
Shirley Lewis,backings,Shaun Fernandes,stageDirector,1994,GB,1994_GB
Evridiki,artist,Giorgos Theophanous,writers,1994,CY,1994_CY
Evridiki,artist,Kyriakos Zymboulakis,backings,1994,CY,1994_CY
Giorgos Theophanous,writers,Kyriakos Zymboulakis,backings,1994,CY,1994_CY
Sigga,artist,Friðrik Karlsson,composers,1994,IS,1994_IS
Sigga,artist,Stefán Hilmarsson,lyricists,1994,IS,1994_IS
Sigga,artist,Ingi Gunnar Jóhannsson,backings,1994,IS,1994_IS
Friðrik Karlsson,composers,Stefán Hilmarsson,lyricists,1994,IS,1994_IS
Friðrik Karlsson,composers,Ingi Gunnar Jóhannsson,backings,1994,IS,1994_IS
Stefán Hilmarsson,lyricists,Ingi Gunnar Jóhannsson,backings,1994,IS,1994_IS
Marie Bergman & Roger Pontare,artist,Peter Bertilsson,composers,1994,SE,1994_SE
Marie Bergman & Roger Pontare,artist,Mikael Littwold,lyricists,1994,SE,1994_SE
Peter Bertilsson,composers,Mikael Littwold,lyricists,1994,SE,1994_SE
Costas Bigalis and the Sea Lovers,artist,Kostas Bigalis,writers,1994,GR,1994_GR
Costas Bigalis and the Sea Lovers,artist,Victoria Halkiti,backings,1994,GR,1994_GR
Kostas Bigalis,writers,Victoria Halkiti,backings,1994,GR,1994_GR
Alma & Dejan,artist,Adi Mulahalilović,composers,1994,BA,1994_BA
Alma & Dejan,artist,Edo Mulahalilović,lyricists,1994,BA,1994_BA
Adi Mulahalilović,composers,Edo Mulahalilović,lyricists,1994,BA,1994_BA
Tony Cetinski,artist,Željen Klašterka,composers,1994,HR,1994_HR
Tony Cetinski,artist,Željko Krznarić,lyricists,1994,HR,1994_HR
Željen Klašterka,composers,Željko Krznarić,lyricists,1994,HR,1994_HR
Petra Frey,artist,Alfons Weindorf,composers,1994,AT,1994_AT
Petra Frey,artist,Karl Brunner,lyricists,1994,AT,1994_AT
Alfons Weindorf,composers,Karl Brunner,lyricists,1994,AT,1994_AT
Alejandro Abad,artist,Alejandro Abad,writers,1994,ES,1994_ES
Alejandro Abad,artist,Toni Alegret,backings,1994,ES,1994_ES
Alejandro Abad,writers,Toni Alegret,backings,1994,ES,1994_ES
Duilio,artist,Giuseppe Scaramello,writers,1994,CH,1994_CH
Martin Ďurinda & Tublatanka,artist,Kvetoslava Kmotorková,backings,1994,SK,1994_SK
Martin Ďurinda & Tublatanka,artist,Martin 'Maťo' Ďurinda,composers,1994,SK,1994_SK
Martin Ďurinda & Tublatanka,artist,Martin Sarvaš,lyricists,1994,SK,1994_SK
Kvetoslava Kmotorková,backings,Martin 'Maťo' Ďurinda,composers,1994,SK,1994_SK
Kvetoslava Kmotorková,backings,Martin Sarvaš,lyricists,1994,SK,1994_SK
Martin 'Maťo' Ďurinda,composers,Martin Sarvaš,lyricists,1994,SK,1994_SK
Dan Bittman,artist,Romeo Bediu,backings,1994,RO,1994_RO
Dan Bittman,artist,Dan Bittman,writers,1994,RO,1994_RO
Romeo Bediu,backings,Dan Bittman,writers,1994,RO,1994_RO
CatCat,artist,James Black,backings,1994,FI,1994_FI
CatCat,artist,Markku 'Make' Lentonen,writers,1994,FI,1994_FI
James Black,backings,Markku 'Make' Lentonen,writers,1994,FI,1994_FI
Willeke Alberti,artist,Pim Roos,backings,1994,NL,1994_NL
Willeke Alberti,artist,Edwin Schimscheimer,composers,1994,NL,1994_NL
Willeke Alberti,artist,Coot van Doesburgh,lyricists,1994,NL,1994_NL
Pim Roos,backings,Edwin Schimscheimer,composers,1994,NL,1994_NL
Pim Roos,backings,Coot van Doesburgh,lyricists,1994,NL,1994_NL
Edwin Schimscheimer,composers,Coot van Doesburgh,lyricists,1994,NL,1994_NL
Silvi Vrait,artist,Karl Madis,backings,1994,EE,1994_EE
Silvi Vrait,artist,Ivar Must,composers,1994,EE,1994_EE
Silvi Vrait,artist,Leelo Tungal,lyricists,1994,EE,1994_EE
Karl Madis,backings,Ivar Must,composers,1994,EE,1994_EE
Karl Madis,backings,Leelo Tungal,lyricists,1994,EE,1994_EE
Ivar Must,composers,Leelo Tungal,lyricists,1994,EE,1994_EE
Ovidijus Vyšniauskas,artist,Ovidijus Vyšniauskas,composers,1994,LT,1994_LT
Ovidijus Vyšniauskas,artist,Gintaras Zdebskis,lyricists,1994,LT,1994_LT
Ovidijus Vyšniauskas,composers,Gintaras Zdebskis,lyricists,1994,LT,1994_LT
Secret Garden,artist,Rolf Løvland,composers,1995,NO,1995_NO
Secret Garden,artist,Petter Skavlan,lyricists,1995,NO,1995_NO
Secret Garden,artist,Hans Fredrik Jacobsen,backings,1995,NO,1995_NO
Rolf Løvland,composers,Petter Skavlan,lyricists,1995,NO,1995_NO
Rolf Løvland,composers,Hans Fredrik Jacobsen,backings,1995,NO,1995_NO
Petter Skavlan,lyricists,Hans Fredrik Jacobsen,backings,1995,NO,1995_NO
