person_a,person_a_role,person_b,person_b_role,year,country,identifier
Anabel Conde,artist,José María Purón,writers,1995,ES,1995_ES
Anabel Conde,artist,Soledad 'Sol' Pilas,backings,1995,ES,1995_ES
José María Purón,writers,Soledad 'Sol' Pilas,backings,1995,ES,1995_ES
Jan Johansen,artist,Håkan Almqvist,composers,1995,SE,1995_SE
Jan Johansen,artist,Ingela Forsman,lyricists,1995,SE,1995_SE
Jan Johansen,artist,Staffan Paulsson,backings,1995,SE,1995_SE
Håkan Almqvist,composers,Ingela Forsman,lyricists,1995,SE,1995_SE
Håkan Almqvist,composers,Staffan Paulsson,backings,1995,SE,1995_SE
Ingela Forsman,lyricists,Staffan Paulsson,backings,1995,SE,1995_SE
Nathalie Santamaria,artist,François Bernheim,composers,1995,FR,1995_FR
Nathalie Santamaria,artist,Didier Barbelivien,lyricists,1995,FR,1995_FR
François Bernheim,composers,Didier Barbelivien,lyricists,1995,FR,1995_FR
Aud Wilken,artist,Mette Mathiesen,composers,1995,DK,1995_DK
Aud Wilken,artist,Lise Cabble,lyricists,1995,DK,1995_DK
Aud Wilken,artist,Pia Trojgård,backings,1995,DK,1995_DK
Mette Mathiesen,composers,Lise Cabble,lyricists,1995,DK,1995_DK
Mette Mathiesen,composers,Pia Trojgård,backings,1995,DK,1995_DK
Lise Cabble,lyricists,Pia Trojgård,backings,1995,DK,1995_DK
Magazin & Lidija,artist,Tonči Huljić,composers,1995,HR,1995_HR
Magazin & Lidija,artist,Vjekoslava Huljić,lyricists,1995,HR,1995_HR
Tonči Huljić,composers,Vjekoslava Huljić,lyricists,1995,HR,1995_HR
Darja Svajger,artist,Sašo Fajon,composers,1995,SI,1995_SI
Darja Svajger,artist,Primož Peterca,lyricists,1995,SI,1995_SI
Sašo Fajon,composers,Primož Peterca,lyricists,1995,SI,1995_SI
Liora,artist,Moshe Datz,composers,1995,IL,1995_IL
Liora,artist,Hamutal Ben Zeev,lyricists,1995,IL,1995_IL
Liora,artist,Nurit Fadlon,backings,1995,IL,1995_IL
Moshe Datz,composers,Hamutal Ben Zeev,lyricists,1995,IL,1995_IL
Moshe Datz,composers,Nurit Fadlon,backings,1995,IL,1995_IL
Hamutal Ben Zeev,lyricists,Nurit Fadlon,backings,1995,IL,1995_IL
Alexandros Panayi,artist,Alexandros Panayi,writers,1995,CY,1995_CY
Alexandros Panayi,artist,Philippos Constantinos,backings,1995,CY,1995_CY
Alexandros Panayi,writers,Philippos Constantinos,backings,1995,CY,1995_CY
Love City Groove,artist,Tatsiana Mais,writers,1995,GB,1995_GB
Love City Groove,artist,Jingles,backings,1995,GB,1995_GB
Tatsiana Mais,writers,Jingles,backings,1995,GB,1995_GB
Mike Spiteri,artist,Ray Agius,composers,1995,MT,1995_MT
Mike Spiteri,artist,Alfred C. Sant,lyricists,1995,MT,1995_MT
Ray Agius,composers,Alfred C. Sant,lyricists,1995,MT,1995_MT
Elina Constantopoulou,artist,Nikos Terzis,composers,1995,GR,1995_GR
Elina Constantopoulou,artist,Antonis Pappas,lyricists,1995,GR,1995_GR
Elina Constantopoulou,artist,Marianta Pieridi,backings,1995,GR,1995_GR
Nikos Terzis,composers,Antonis Pappas,lyricists,1995,GR,1995_GR
Nikos Terzis,composers,Marianta Pieridi,backings,1995,GR,1995_GR
Antonis Pappas,lyricists,Marianta Pieridi,backings,1995,GR,1995_GR
Stella Jones,artist,Mischa Krausz,writers,1995,AT,1995_AT
Stella Jones,artist,Lisa Jacob,backings,1995,AT,1995_AT
Mischa Krausz,writers,Lisa Jacob,backings,1995,AT,1995_AT
Eddie Friel,artist,Richard Abbott,writers,1995,IE,1995_IE
Eddie Friel,artist,Eamonn Toal,backings,1995,IE,1995_IE
Richard Abbott,writers,Eamonn Toal,backings,1995,IE,1995_IE
Bó Halldórsson,artist,Ed Welch,composers,1995,IS,1995_IS
Bó Halldórsson,artist,Jón Örn Marinósson,lyricists,1995,IS,1995_IS
Bó Halldórsson,artist,Stefán Hilmarsson,backings,1995,IS,1995_IS
Ed Welch,composers,Jón Örn Marinósson,lyricists,1995,IS,1995_IS
Ed Welch,composers,Stefán Hilmarsson,backings,1995,IS,1995_IS
Jón Örn Marinósson,lyricists,Stefán Hilmarsson,backings,1995,IS,1995_IS
Arzu Ece,artist,Melih Kibar,composers,1995,TR,1995_TR
Arzu Ece,artist,Zeynep Talu Kurşuncu,lyricists,1995,TR,1995_TR
Arzu Ece,artist,Sertan Belciler,backings,1995,TR,1995_TR
Melih Kibar,composers,Zeynep Talu Kurşuncu,lyricists,1995,TR,1995_TR
Melih Kibar,composers,Sertan Belciler,backings,1995,TR,1995_TR
Zeynep Talu Kurşuncu,lyricists,Sertan Belciler,backings,1995,TR,1995_TR
Justyna,artist,Wojciech Waglewski,composers,1995,PL,1995_PL
Justyna,artist,Wojciech Waglewski,lyricists,1995,PL,1995_PL
Justyna,artist,Magda Steczkowska,backings,1995,PL,1995_PL
Wojciech Waglewski,composers,Wojciech Waglewski,lyricists,1995,PL,1995_PL
Wojciech Waglewski,composers,Magda Steczkowska,backings,1995,PL,1995_PL
Wojciech Waglewski,lyricists,Magda Steczkowska,backings,1995,PL,1995_PL
Davor Popović,artist,Zlatan Fazlić,composers,1995,BA,1995_BA
Davor Popović,artist,Zlatan Fazlić,lyricists,1995,BA,1995_BA
Zlatan Fazlić,composers,Zlatan Fazlić,lyricists,1995,BA,1995_BA
Frédéric Etherlinck,artist,Pierre Theunis,writers,1995,BE,1995_BE
Frédéric Etherlinck,artist,Pierre Theunis,backings,1995,BE,1995_BE
Pierre Theunis,writers,Pierre Theunis,backings,1995,BE,1995_BE
Tó Cruz,artist,Ana Isabel,backings,1995,PT,1995_PT
Tó Cruz,artist,António Vitorino d'Almeida,composers,1995,PT,1995_PT
Tó Cruz,artist,Rosa Lobato de Faria,lyricists,1995,PT,1995_PT
Ana Isabel,backings,António Vitorino d'Almeida,composers,1995,PT,1995_PT
Ana Isabel,backings,Rosa Lobato de Faria,lyricists,1995,PT,1995_PT
António Vitorino d'Almeida,composers,Rosa Lobato de Faria,lyricists,1995,PT,1995_PT
Csaba Szigeti,artist,Ferenc Balázs,composers,1995,HU,1995_HU
Csaba Szigeti,artist,Attila Horváth,lyricists,1995,HU,1995_HU
Ferenc Balázs,composers,Attila Horváth,lyricists,1995,HU,1995_HU
Stone and Stone,artist,Monika Griesback,backings,1995,DE,1995_DE
Stone and Stone,artist,Cheyenne Stone,writers,1995,DE,1995_DE
Monika Griesback,backings,Cheyenne Stone,writers,1995,DE,1995_DE
Eimear Quinn,artist,Brendan J. Graham,writers,1996,IE,1996_IE
Elisabeth Andreasson,artist,Torhild Nigar,writers,1996,NO,1996_NO
One More Time,artist,Peter Grönvall,composers,1996,SE,1996_SE
One More Time,artist,Nanne Grönvall,lyricists,1996,SE,1996_SE
One More Time,artist,Thomas Bergqvist,backings,1996,SE,1996_SE
Peter Grönvall,composers,Nanne Grönvall,lyricists,1996,SE,1996_SE
Peter Grönvall,composers,Thomas Bergqvist,backings,1996,SE,1996_SE
Nanne Grönvall,lyricists,Thomas Bergqvist,backings,1996,SE,1996_SE
Maja Blagdan,artist,Zrinko Tutić,writers,1996,HR,1996_HR
Maja Blagdan,artist,Slavko Pintarić Pišta,backings,1996,HR,1996_HR
Zrinko Tutić,writers,Slavko Pintarić Pišta,backings,1996,HR,1996_HR
Ivo Linna & Maarja,artist,Priit Pajusaar,composers,1996,EE,1996_EE
Ivo Linna & Maarja,artist,Kaari Sillamaa,lyricists,1996,EE,1996_EE
Ivo Linna & Maarja,artist,Taavo Remmel,backings,1996,EE,1996_EE
Priit Pajusaar,composers,Kaari Sillamaa,lyricists,1996,EE,1996_EE
Priit Pajusaar,composers,Taavo Remmel,backings,1996,EE,1996_EE
Kaari Sillamaa,lyricists,Taavo Remmel,backings,1996,EE,1996_EE
Lúcia Moniz,artist,Pedro Osório,composers,1996,PT,1996_PT
Lúcia Moniz,artist,José Fanha,lyricists,1996,PT,1996_PT
Lúcia Moniz,artist,Telmo Miranda,backings,1996,PT,1996_PT
Pedro Osório,composers,José Fanha,lyricists,1996,PT,1996_PT
Pedro Osório,composers,Telmo Miranda,backings,1996,PT,1996_PT
José Fanha,lyricists,Telmo Miranda,backings,1996,PT,1996_PT
Maxine & Franklin Brown,artist,Peter van Asten,composers,1996,NL,1996_NL
Maxine & Franklin Brown,artist,Piet Souer,lyricists,1996,NL,1996_NL
Maxine & Franklin Brown,artist,Jody Pijper,backings,1996,NL,1996_NL
Peter van Asten,composers,Piet Souer,lyricists,1996,NL,1996_NL
Peter van Asten,composers,Jody Pijper,backings,1996,NL,1996_NL
Piet Souer,lyricists,Jody Pijper,backings,1996,NL,1996_NL
Gina G,artist,Steve Rodway,composers,1996,GB,1996_GB
Gina G,artist,Simon Tauber,lyricists,1996,GB,1996_GB
Gina G,artist,Steve Rodway,backings,1996,GB,1996_GB
Steve Rodway,composers,Simon Tauber,lyricists,1996,GB,1996_GB
Steve Rodway,composers,Steve Rodway,backings,1996,GB,1996_GB
Simon Tauber,lyricists,Steve Rodway,backings,1996,GB,1996_GB
Constantinos,artist,Andreas Giorgallis,composers,1996,CY,1996_CY
Constantinos,artist,Rodoula Papalambrianou,lyricists,1996,CY,1996_CY
Andreas Giorgallis,composers,Rodoula Papalambrianou,lyricists,1996,CY,1996_CY
Miriam Christine,artist,Paul Abela,composers,1996,MT,1996_MT
Miriam Christine,artist,Alfred C. Sant,lyricists,1996,MT,1996_MT
Miriam Christine,artist,Georgina Abela,backings,1996,MT,1996_MT
Paul Abela,composers,Alfred C. Sant,lyricists,1996,MT,1996_MT
Paul Abela,composers,Georgina Abela,backings,1996,MT,1996_MT
Alfred C. Sant,lyricists,Georgina Abela,backings,1996,MT,1996_MT
George Nußbaumer,artist,Mischa Krausz,writers,1996,AT,1996_AT
George Nußbaumer,artist,Stellisa Zacher,backings,1996,AT,1996_AT
Mischa Krausz,writers,Stellisa Zacher,backings,1996,AT,1996_AT
Şebnem Paker,artist,Levent Çoker,composers,1996,TR,1996_TR
Şebnem Paker,artist,Selma Çuhacı,lyricists,1996,TR,1996_TR
Şebnem Paker,artist,Yavuz Alkan,backings,1996,TR,1996_TR
Levent Çoker,composers,Selma Çuhacı,lyricists,1996,TR,1996_TR
Levent Çoker,composers,Yavuz Alkan,backings,1996,TR,1996_TR
Selma Çuhacı,lyricists,Yavuz Alkan,backings,1996,TR,1996_TR
Anna Mjöll,artist,Ólafur Gaukur Þórhallsson,writers,1996,IS,1996_IS
Marianna Efstratiou,artist,Kostas Bigalis,composers,1996,GR,1996_GR
Marianna Efstratiou,artist,Iro Trigoni,lyricists,1996,GR,1996_GR
Kostas Bigalis,composers,Iro Trigoni,lyricists,1996,GR,1996_GR
Kasia Kowalska,artist,Robert Amirian,composers,1996,PL,1996_PL
Kasia Kowalska,artist,Kasia Kowalska,lyricists,1996,PL,1996_PL
Kasia Kowalska,artist,Dorota Miśkiewicz,backings,1996,PL,1996_PL
Robert Amirian,composers,Kasia Kowalska,lyricists,1996,PL,1996_PL
Robert Amirian,composers,Dorota Miśkiewicz,backings,1996,PL,1996_PL
Kasia Kowalska,lyricists,Dorota Miśkiewicz,backings,1996,PL,1996_PL
Cathy Leander,artist,Régis Mounir,writers,1996,CH,1996_CH
Lisa del Bo,artist,Siirak Brogden,composers,1996,BE,1996_BE
Lisa del Bo,artist,Daniël Ditmar,lyricists,1996,BE,1996_BE
Lisa del Bo,artist,Pascale Michiels,backings,1996,BE,1996_BE
Siirak Brogden,composers,Daniël Ditmar,lyricists,1996,BE,1996_BE
Siirak Brogden,composers,Pascale Michiels,backings,1996,BE,1996_BE
Daniël Ditmar,lyricists,Pascale Michiels,backings,1996,BE,1996_BE
Marcel Palonder,artist,Juraj Burian,composers,1996,SK,1996_SK
Marcel Palonder,artist,Jozef Urban,lyricists,1996,SK,1996_SK
Juraj Burian,composers,Jozef Urban,lyricists,1996,SK,1996_SK
Dan Ar Braz et l'Héritage des Celtes,artist,Ronan Le Bars,backings,1996,FR,1996_FR
Dan Ar Braz et l'Héritage des Celtes,artist,Dan Ar Braz,writers,1996,FR,1996_FR
Ronan Le Bars,backings,Dan Ar Braz,writers,1996,FR,1996_FR
Antonio Carbonell,artist,Juan Carmona,writers,1996,ES,1996_ES
Antonio Carbonell,artist,Julio Jiménez,backings,1996,ES,1996_ES
Juan Carmona,writers,Julio Jiménez,backings,1996,ES,1996_ES
Regina,artist,Aleksander Kogoj,writers,1996,SI,1996_SI
Amila Glamocak,artist,Zeljka Katavic-Pilj,backings,1996,BA,1996_BA
Amila Glamocak,artist,Sinan Alimanović,composers,1996,BA,1996_BA
Amila Glamocak,artist,Adnan Bajramović,lyricists,1996,BA,1996_BA
Zeljka Katavic-Pilj,backings,Sinan Alimanović,composers,1996,BA,1996_BA
Zeljka Katavic-Pilj,backings,Adnan Bajramović,lyricists,1996,BA,1996_BA
Sinan Alimanović,composers,Adnan Bajramović,lyricists,1996,BA,1996_BA
Jasmine,artist,Riikka Väyrynen,backings,1996,FI,1996_FI
Jasmine,artist,Timo Niemi,writers,1996,FI,1996_FI
Riikka Väyrynen,backings,Timo Niemi,writers,1996,FI,1996_FI
Katrina and The Waves,artist,Miriam Stockley,backings,1997,GB,1997_GB
Katrina and The Waves,artist,Kimberley Rew,writers,1997,GB,1997_GB
Miriam Stockley,backings,Kimberley Rew,writers,1997,GB,1997_GB
Marc Roberts,artist,John Farry,writers,1997,IE,1997_IE
Şebnem Paker & Etnic,artist,Levent Çoker,composers,1997,TR,1997_TR
Şebnem Paker & Etnic,artist,Mehtap Alnıtemiz,lyricists,1997,TR,1997_TR
Levent Çoker,composers,Mehtap Alnıtemiz,lyricists,1997,TR,1997_TR
Jalisse,artist,Fabio Ricci,composers,1997,IT,1997_IT
Jalisse,artist,Carmen Di Domenico,lyricists,1997,IT,1997_IT
Jalisse,artist,Lilla Costarelli,backings,1997,IT,1997_IT
Fabio Ricci,composers,Carmen Di Domenico,lyricists,1997,IT,1997_IT
Fabio Ricci,composers,Lilla Costarelli,backings,1997,IT,1997_IT
Carmen Di Domenico,lyricists,Lilla Costarelli,backings,1997,IT,1997_IT
Chara and Andreas Konstantinou,artist,Constantina Konstantinou,writers,1997,CY,1997_CY
Marcos Llunas,artist,Mosa García,backings,1997,ES,1997_ES
Marcos Llunas,artist,Marcos Llunas,writers,1997,ES,1997_ES
Mosa García,backings,Marcos Llunas,writers,1997,ES,1997_ES
Fanny,artist,Jean-Paul Dréau,writers,1997,FR,1997_FR
Maarja,artist,Harmo Kallaste,composers,1997,EE,1997_EE
Maarja,artist,Kaari Sillamaa,lyricists,1997,EE,1997_EE
Maarja,artist,Evelin Samuel,backings,1997,EE,1997_EE
Harmo Kallaste,composers,Kaari Sillamaa,lyricists,1997,EE,1997_EE
Harmo Kallaste,composers,Evelin Samuel,backings,1997,EE,1997_EE
Kaari Sillamaa,lyricists,Evelin Samuel,backings,1997,EE,1997_EE
Debbie Scerri,artist,Ray Agius,writers,1997,MT,1997_MT
Debbie Scerri,artist,Renzo Spiteri,backings,1997,MT,1997_MT
Ray Agius,writers,Renzo Spiteri,backings,1997,MT,1997_MT
Tanja Ribič,artist,Saša Lošić,composers,1997,SI,1997_SI
Tanja Ribič,artist,Zoran Predin,lyricists,1997,SI,1997_SI
Tanja Ribič,artist,Irena Vrckovnik,backings,1997,SI,1997_SI
Saša Lošić,composers,Zoran Predin,lyricists,1997,SI,1997_SI
Saša Lošić,composers,Irena Vrckovnik,backings,1997,SI,1997_SI
Zoran Predin,lyricists,Irena Vrckovnik,backings,1997,SI,1997_SI
Anna Maria Jopek,artist,Tomasz Lewandowski,composers,1997,PL,1997_PL
Anna Maria Jopek,artist,Magda Czapińska,lyricists,1997,PL,1997_PL
Anna Maria Jopek,artist,Robert Amirian,backings,1997,PL,1997_PL
Tomasz Lewandowski,composers,Magda Czapińska,lyricists,1997,PL,1997_PL
Tomasz Lewandowski,composers,Robert Amirian,backings,1997,PL,1997_PL
Magda Czapińska,lyricists,Robert Amirian,backings,1997,PL,1997_PL
Marianna Zorba,artist,Manolis Manusselis,writers,1997,GR,1997_GR
VIP,artist,Viktor Rakonczai,composers,1997,HU,1997_HU
VIP,artist,Krisztina Bokor Fekete,lyricists,1997,HU,1997_HU
Viktor Rakonczai,composers,Krisztina Bokor Fekete,lyricists,1997,HU,1997_HU
Blond,artist,Stephan Berg,writers,1997,SE,1997_SE
Alla Pugachova,artist,Alla Pugacheva,writers,1997,RU,1997_RU
Kølig Kaj,artist,Lars Pedersen,composers,1997,DK,1997_DK
Kølig Kaj,artist,Thomas Lægård,lyricists,1997,DK,1997_DK
Kølig Kaj,artist,Susanne Carstensen,backings,1997,DK,1997_DK
Lars Pedersen,composers,Thomas Lægård,lyricists,1997,DK,1997_DK
Lars Pedersen,composers,Susanne Carstensen,backings,1997,DK,1997_DK
Thomas Lægård,lyricists,Susanne Carstensen,backings,1997,DK,1997_DK
ENI,artist,Davor Tolja,composers,1997,HR,1997_HR
ENI,artist,Alida Šarar,lyricists,1997,HR,1997_HR
Davor Tolja,composers,Alida Šarar,lyricists,1997,HR,1997_HR
Bianca Shomburg,artist,Ralph Siegel,composers,1997,DE,1997_DE
Bianca Shomburg,artist,Gunter Johansen,lyricists,1997,DE,1997_DE
Bianca Shomburg,artist,Wolly Emperhoff,backings,1997,DE,1997_DE
Ralph Siegel,composers,Gunter Johansen,lyricists,1997,DE,1997_DE
Ralph Siegel,composers,Wolly Emperhoff,backings,1997,DE,1997_DE
Gunter Johansen,lyricists,Wolly Emperhoff,backings,1997,DE,1997_DE
Alma Cardzic,artist,Sinan Alimanović,composers,1997,BA,1997_BA
Alma Cardzic,artist,Milić Vukašinović,lyricists,1997,BA,1997_BA
Alma Cardzic,artist,Zeljka Katavic-Pilj,backings,1997,BA,1997_BA
Sinan Alimanović,composers,Milić Vukašinović,lyricists,1997,BA,1997_BA
Sinan Alimanović,composers,Zeljka Katavic-Pilj,backings,1997,BA,1997_BA
Milić Vukašinović,lyricists,Zeljka Katavic-Pilj,backings,1997,BA,1997_BA
Paul Oscar,artist,Trausti Haraldsson,composers,1997,IS,1997_IS
Paul Oscar,artist,Páll Óskar Hjálmtýsson,lyricists,1997,IS,1997_IS
Trausti Haraldsson,composers,Páll Óskar Hjálmtýsson,lyricists,1997,IS,1997_IS
Bettina Soriat,artist,Karen Henry-Peterson,backings,1997,AT,1997_AT
Bettina Soriat,artist,Mark Berry,composers,1997,AT,1997_AT
Bettina Soriat,artist,Martina Siber,lyricists,1997,AT,1997_AT
Karen Henry-Peterson,backings,Mark Berry,composers,1997,AT,1997_AT
Karen Henry-Peterson,backings,Martina Siber,lyricists,1997,AT,1997_AT
Mark Berry,composers,Martina Siber,lyricists,1997,AT,1997_AT
Barbara Berta,artist,Barbara Berta,writers,1997,CH,1997_CH
Mrs. Einstein,artist,Ed Hooijmans,writers,1997,NL,1997_NL
Tor Endresen,artist,Tor Endresen,composers,1997,NO,1997_NO
Tor Endresen,artist,Tor Endresen,lyricists,1997,NO,1997_NO
Tor Endresen,composers,Tor Endresen,lyricists,1997,NO,1997_NO
Célia Lawson,artist,Vicky Pais Martins,backings,1997,PT,1997_PT
Célia Lawson,artist,Thilo Krasmann,composers,1997,PT,1997_PT
Célia Lawson,artist,Rosa Maria de Bettencourt,lyricists,1997,PT,1997_PT
Vicky Pais Martins,backings,Thilo Krasmann,composers,1997,PT,1997_PT
Vicky Pais Martins,backings,Rosa Maria de Bettencourt,lyricists,1997,PT,1997_PT
Thilo Krasmann,composers,Rosa Maria de Bettencourt,lyricists,1997,PT,1997_PT
Dana International,artist,Svika Pick,composers,1998,IL,1998_IL
Dana International,artist,Yoav Ginai,lyricists,1998,IL,1998_IL
Dana International,artist,Talia Adler,backings,1998,IL,1998_IL
Svika Pick,composers,Yoav Ginai,lyricists,1998,IL,1998_IL
Svika Pick,composers,Talia Adler,backings,1998,IL,1998_IL
Yoav Ginai,lyricists,Talia Adler,backings,1998,IL,1998_IL
Imaani,artist,Simon Stirling,writers,1998,GB,1998_GB
Chiara,artist,Jason Cassar,composers,1998,MT,1998_MT
Chiara,artist,Sunny Aquilina,lyricists,1998,MT,1998_MT
Jason Cassar,composers,Sunny Aquilina,lyricists,1998,MT,1998_MT
Edsilia Rombley,artist,Jochem Fluitsma,writers,1998,NL,1998_NL
Edsilia Rombley,artist,Simone Pormes,backings,1998,NL,1998_NL
Jochem Fluitsma,writers,Simone Pormes,backings,1998,NL,1998_NL
Danijela,artist,Stjepan Kalogjera,writers,1998,HR,1998_HR
Danijela,artist,Ksenija Erker,backings,1998,HR,1998_HR
Stjepan Kalogjera,writers,Ksenija Erker,backings,1998,HR,1998_HR
Mélanie Cohl,artist,Philippe Swan,writers,1998,BE,1998_BE
Guildo Horn,artist,Alf Igel,writers,1998,DE,1998_DE
Guildo Horn,artist,Pierre Kertzman,backings,1998,DE,1998_DE
Alf Igel,writers,Pierre Kertzman,backings,1998,DE,1998_DE
Lars A. Fredriksen,artist,Per-Kristian Ottestad,composers,1998,NO,1998_NO
Lars A. Fredriksen,artist,Linda Andernach Johansen,lyricists,1998,NO,1998_NO
Lars A. Fredriksen,artist,Håvard Gryting,backings,1998,NO,1998_NO
Per-Kristian Ottestad,composers,Linda Andernach Johansen,lyricists,1998,NO,1998_NO
Per-Kristian Ottestad,composers,Håvard Gryting,backings,1998,NO,1998_NO
Linda Andernach Johansen,lyricists,Håvard Gryting,backings,1998,NO,1998_NO
Dawn,artist,Gerry Morgan,writers,1998,IE,1998_IE
Dawn,artist,Paul Harrington,backings,1998,IE,1998_IE
Gerry Morgan,writers,Paul Harrington,backings,1998,IE,1998_IE
Jill Johnson,artist,Håkan Almqvist,composers,1998,SE,1998_SE
Jill Johnson,artist,Ingela Forsman,lyricists,1998,SE,1998_SE
Jill Johnson,artist,Fredrik Ivarson,backings,1998,SE,1998_SE
Håkan Almqvist,composers,Ingela Forsman,lyricists,1998,SE,1998_SE
Håkan Almqvist,composers,Fredrik Ivarson,backings,1998,SE,1998_SE
Ingela Forsman,lyricists,Fredrik Ivarson,backings,1998,SE,1998_SE
Michael Hajiyanni,artist,Michael Hajiyanni,composers,1998,CY,1998_CY
Michael Hajiyanni,artist,Zenon Zindilis,lyricists,1998,CY,1998_CY
Michael Hajiyanni,composers,Zenon Zindilis,lyricists,1998,CY,1998_CY
Alma Lusa,artist,José Cid,writers,1998,PT,1998_PT
Koit Toome,artist,Tomi Rahula,composers,1998,EE,1998_EE
Koit Toome,artist,Peeter Pruuli,lyricists,1998,EE,1998_EE
Koit Toome,artist,Mikko Maltis,backings,1998,EE,1998_EE
Tomi Rahula,composers,Peeter Pruuli,lyricists,1998,EE,1998_EE
Tomi Rahula,composers,Mikko Maltis,backings,1998,EE,1998_EE
Peeter Pruuli,lyricists,Mikko Maltis,backings,1998,EE,1998_EE
Tüzmen,artist,Erdinç Tunç,composers,1998,TR,1998_TR
Tüzmen,artist,Canan Tunç,lyricists,1998,TR,1998_TR
Erdinç Tunç,composers,Canan Tunç,lyricists,1998,TR,1998_TR
Edea,artist,Alexi Ahoniemi,composers,1998,FI,1998_FI
Edea,artist,Tommy Mansikka-Aho,lyricists,1998,FI,1998_FI
Edea,artist,Ralph van Manen,backings,1998,FI,1998_FI
Alexi Ahoniemi,composers,Tommy Mansikka-Aho,lyricists,1998,FI,1998_FI
Alexi Ahoniemi,composers,Ralph van Manen,backings,1998,FI,1998_FI
Tommy Mansikka-Aho,lyricists,Ralph van Manen,backings,1998,FI,1998_FI
Mikel Herzog,artist,Alberto Estébanez,composers,1998,ES,1998_ES
Mikel Herzog,artist,Mikel Herzog,lyricists,1998,ES,1998_ES
Mikel Herzog,artist,Soledad 'Sol' Pilas,backings,1998,ES,1998_ES
Alberto Estébanez,composers,Mikel Herzog,lyricists,1998,ES,1998_ES
Alberto Estébanez,composers,Soledad 'Sol' Pilas,backings,1998,ES,1998_ES
Mikel Herzog,lyricists,Soledad 'Sol' Pilas,backings,1998,ES,1998_ES
Sixteen,artist,Jarosław Pruszkowski,composers,1998,PL,1998_PL
Sixteen,artist,Olga Pruszkowska,lyricists,1998,PL,1998_PL
Sixteen,artist,Olga Pruszkowska,backings,1998,PL,1998_PL
Jarosław Pruszkowski,composers,Olga Pruszkowska,lyricists,1998,PL,1998_PL
