year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes
2013,ua,Ukraine,Zlata Ognevich,Gravity,3,1,22,7,3,214,3,140,214,214,,,Mikhail Nekrasov,Karen Kavaleryan,"Nothing comes from dreams but dreams\nStill you believe in wonder\nSomething happens and it seems\nLike a strike of thunder\n\nNothing comes from love but love\nWhy is it growing stronger?\nI am falling from above\nI will wait no longer\n\nI'm like a butterfly\nSpinning round a sword as if to dare\nI should have stayed up high\n(It's stronger than me) My gravity, my gravity\n\nHey... sha...\nAh yeah... lele...\nSee... lele...\n\nNothing comes from pride but pride\nMmh... my way is clear\nDancing on the edge tonight\nNow I feel no fear\n\nI'm like a butterfly\nSpinning round a sword as if to dare\nI should have stayed up high\n(It's stronger than me) My gravity, my gravity\n\nI'm like a butterfly (My gravity)\nI'm like a butterfly\nAnd I should have stayed up high\n(It's stronger than me) My gravity, my gravity\n\nGravity",https://youtube.com/watch?v=BMxpv8naRd8,,2013-ua,0.094606542882405,0.094606542882405,0.094606542882405,3268706,20130518,24479,3000,Zlata Ognevich - Gravity (Ukraine) - LIVE - 2013 Grand Final,0.00494974390547224,41,13,22.3333333333333,12,14,35,Accurate
2006,ua,Ukraine,Tina Karol,Show Me Your Love,7,0,18,15,7,145,7,146,,,,,Mikhail Nekrasov;Tina Karol,Pavlo Shylko,"Hi, baby, here I am\nFeel like I'm born again\nYou see it in my eyes, my heart is on fire\nDon't hide your love away, don't wait another day\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part, that's why I came\n\nI love the way you shine\nLove when you cross the line\nJust give me one more sign, show me your desire\nDon't hide your love away, don't wait another day\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part, that's why I came\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part, that's why I came\n\nLai la dada dala dei... lai dada...\nLai la dada dala dei... lai dada...\nLai la dada dala dei... lai dada...\nLei da... lei da...\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part, that's why I came\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part, that's why I came\n\nDon't hide your love away\nShow feelings every day\n\nShow me your love, show me how much you care\nTalk to my heart, whisper my name\nShow me your love, I need you more than air\nYou'll be my part\nThat's why, that's why, that's why I came",https://youtube.com/watch?v=mRqhkwTIuU8,,2006-ua,0.0657894736842105,,,5136649,20130417,36424,2500,Tina Karol - Show Me Your Love - ðŸ‡ºðŸ‡¦ Ukraine - Grand Final - Eurovision 2006,0.0155630488981751,15,27,23,,,28,Accurate
2024,fr,France,Slimane,Mon amour,4,,25,,4,445,,,227,218,,,MeÃ¯r Salah;Slimane;Yaacov Salah,Slimane,"Mon amour\n\nMon amour\nDis-moi Ã  quoi tu penses\nSi tout Ã§a a un sens\nDÃ©solÃ© si je te dÃ©range\n\nMon amour\nTe souviens-tu de nous ?\nDu premier rendez-vous ?\nC'Ã©tait beau, c'Ã©tait fou\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scÃ¨ne\nMais c'est toujours la mÃªme fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nMon amour\nJe ferai tout ce que je peux\nUn ocÃ©an dans le feu\nL'impossible si tu le veux\n\nOh Mon amour\nAllez reviens Ã  Paris\nFais-le pour nous je t'en supplie\nJe le promets j'ai compris\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scÃ¨ne\nMais c'est toujours la mÃªme fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes ou pas ?\n\nDis-moi l'endroit, je t'attendrai\nEt si tu ne viens pas, je t'attendrai\nC'est bÃªte je sais, je le ferai\nRempli d'espoir je t'attendrai\n\nJe t'aime\nJ'sais pas pourquoi\nJe rejoue la scÃ¨ne\nMais c'est toujours la mÃªme fin qui recommence\nTu n'entends pas\nMa peine, on en fait quoi ?\nEst-ce que tu m'aimes\n\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nEst-ce que tu m'aimes ?\nOu pÐ°Ñ• ?",https://youtube.com/watch?v=-XyLecY2JyE,,2024-fr,0.102298850574713,0.101584342963653,0.102994555353902,8662709,20240511,215016,14000,Slimane - Mon Amour (LIVE) | France ðŸ‡«ðŸ‡· | Grand Final | Eurovision 2024,0.00678291483973802,36,15,23,12,21,81,Accurate
2022,gb,United Kingdom,Sam Ryder,Space Man,2,,22,,2,466,,,183,283,,,Amy Wadge;Max Wolfgang;Sam Ryder,,"Space Man\n\nIf I was an astronaut, I'd be floating in mid-air\nAnd a broken heart would just belong to someone else down there\nI would be the centre of my lonely universe\nBut I'm only human, and I'm crashing down to earth\n\nIf I was an astronaut, I'd have a bird's eye view\nI'd circle 'round the world and keep on coming back to you\nIn my floating castle, I'd rub shoulders with the stars\nBut I'm only human, and I'm drifting in the dark\n\nI'm up in space, man\nUp in space, man\nI've searched around the universe\nBeen down some black holes\nThere's nothing but space, man\nAnd I want to go home\n\nIf I was an astronaut, I'd speak to satellites\nMy navigation systems would search for other life\nBut I'd be up here thinking 'bout what I'd left behind\n'Cause I'm only human with the real world on my mind\n\nI'm up in space, man\nUp in space, man\nI've searched around the universe\nBeen down some black holes\nThere's nothing but space, man\nAnd I want to go home\n\nGravity keeps pulling me down\nAs long as you're on the ground, I'll stick around\nStick around\nI'll stick around\n\nI'm up in space, man\nUp in space, man\nI've searched around the universe\nBeen down some black holes\nThere's nothing but space, man, no\nOh, I'm in the wrong place, man\nNothing but, nothing but, nothing but space, man\nNothing but, nothing but, nothing but space, man\n\nI've searched around the universe\nBeen down some black holes\nNothing but Ñ•pace, man\nAnd I wÐ°nt to go home",https://youtube.com/watch?v=RZ0hqX_92zI,,2022-gb,0.100431034482759,0.12198275862069,0.0788793103448276,11133280,20220514,161410,15000,Sam Ryder - SPACE MAN - LIVE - United Kingdom ðŸ‡¬ðŸ‡§ - Grand Final - Eurovision 2022,0.00871737583785378,26,17,23.3333333333333,5,39,58,Accurate
2021,ch,Switzerland,Gjon's Tears,Tout l'univers,3,2,11,16,3,432,1,291,165,267,135,156,Gjon Muharremaj;Nina Sampermans;Wouter Hardy;Xavier Michel,Gjon Muharremaj;Nina Sampermans;Wouter Hardy,Tout l'univers\n\nLaisser le vent qui frÃ´le\nSa main sur mon Ã©paule\nLe vide dans ma tÃªte\nPas la moindre cachette\n\nC'est l'aube qui dÃ©cline\nDerriÃ¨re un champ de ruine\nLe moment de grandir\nNe pas te retenir\n\nJe vois derriÃ¨re nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cÅ“urs sous la terre\nAu milieu des failles oÃ¹ tout Ã©clate\nSe trouver au point d'impact\nSans toi\n\nQue deviendront nos souffles\nS'ils restent sur le bord?\nCet amour qui nous tord\n\nJe vois derriÃ¨re nous des morceaux de toi\nEt ce que la douleur a fait de moi\n\nTout l'univers\nNos deux cÅ“urs sous la terre\nAu milieu des failles oÃ¹ tout Ã©clate\nSe trouver au point d'impact\nSans toi\n\nDerriÃ¨re mes paupiÃ¨res\nTrouver de l'air\n\nTout l'univers \nNos deux cÅ“urs sous la terre\nAu milieu des failles et des ressacs\nNous nous retrouvons au point d'impact \nComment soigner nos cÅ“urs qui Ã©clÐ°tent\nTout l'univerÑ•,https://youtube.com/watch?v=jznH_fltcYA,,2021-ch,0.0954907161803713,0.118037135278515,0.0729442970822281,14115597,20210522,252956,18000,Gjon's Tears - Tout l'Univers - LIVE - Switzerland ðŸ‡¨ðŸ‡­ - Grand Final - Eurovision 2021,0.0110525347628625,20,20,23.8333333333333,6,45.5,54,"Fixed, 0 was incorrect"
2007,tr,Turkey,Kenan Dogulu,Shake It Up Shekerim,4,0,22,26,4,163,3,197,,,,,Kenan DoÄŸulu,,"(Shake it, shake it)\n(Shake it, shake it)\n\nShe smiled at me, said: ""Would you like it sweet and low?""\n""I know a place where we can take it nice and slow""\nI know what you're thinkin': don't stop, I need that sweet thing\nTelling you now, this is real\n\nShake it up, ÅŸekerim, I know what you're feelin'\nShake it up, ÅŸekerim, I got what you're needin'\nShake it up, ÅŸekerim, tell me what you're thinkin'\nShake it up, ÅŸekerim, you're my only sweet thing\n\nShe said in a sexy lazy low key: ""Can I make it right?""\nYou put your trust in me, I'll take you through the night\nDon't keep me waiting, not sure you're understanding\nJust how much I crave for you\n\nShake it up, ÅŸekerim, I know what you're feelin'\nShake it up, ÅŸekerim, I got what you're needin'\nShake it up, ÅŸekerim, tell me what you're thinkin'\nShake it up, ÅŸekerim, you're my only sweet thing\n\nLovey-dovey, lovey-dovey all the time\nI got lots of candy to make you mine\nLovey-dovey, lovey-dovey all the time\nI got lots of candy for you\n\nLovey-dovey, lovey-dovey all the time\nI got lots of candy to make you mine\nLovey-dovey, lovey-dovey all the time\nI got lots of candy for you\n\nShake it up, ÅŸekerim, I know what you're feelin'\nShake it up, ÅŸekerim, I got what you're needin'\nShake it up, ÅŸekerim, tell me what you're thinkin'\nShake it up, ÅŸekerim, you're my only sweet thing\n\nShake it up, ÅŸekerim (Shake it up, ÅŸekerim)\nShake it up, ÅŸekerim, you're my only sweet thing\nShake it up, ÅŸekerim, tell me what you're thinkin'\nShake it up, ÅŸekerim, you're my only sweet thing\n\nShake it up, ÅŸekerim",https://youtube.com/watch?v=pSs1XHuFfuQ,,2007-tr,0.0669129720853859,,,2814056,20160920,21679,2600,Kenan Dogulu - Shake It Up Shekerim (Turkey) Live 2007 Eurovision Song Contest,0.00852604317137553,20,26,24,,,42,"Fixed, was missing"
2005,ro,Romania,Luminita Anghel & Sistem,Let Me Try,3,0,4,14,3,158,1,235,,,,,Cristian Faur,,"When I find you in my dreams\nYou always try to run away\nIt doesn't look it, but it seems\nYou still take my breath away\n\nAnd when I try to ask you why\nWe couldn't give it one more try\nI can't find you anywhere\nYou're not there\n\nLet me try, let me try\nI don't wanna say goodbye\nI will find a way to make you stay\nJust let me try\n\nLooking back, I realise\nWe are learning from mistakes\nI can see it in your eyes\nI can feel your heartbeat breaks\n\nBut when I try to ask you why\nWe couldn't give it one more try\nI can't find you anywhere\nYou are not there\n\nLet me try, let me try\nI don't wanna say goodbye\nI will find a way to make you stay\nJust let me try\n\nLet me try, let me try\nI don't wanna say goodbye\nI will find a way to make you stay\nJust let me try\n\nLet me try, let me try\nI don't wanna say goodbye\nI will find a way to make you stay\nJust let me try\n\nLet me try\nI will find a way to make you stay\nJust let me try",https://youtube.com/watch?v=bGY20O4Z7nM,,2005-ro,0.0698496905393457,,,1327349,20111130,12145,880,Luminita Anghel & Sistem - Let Me Try (Romania) 2005 Eurovision Song Contest,0.00402160968988611,26,23,24,,,24,"Fixed, was missing"
2005,mt,Malta,Chiara,Angel,2,,3,,2,192,,,,,,,Chiara,,"Far away in a lost world\nI hear your voice calling for heaven\nCast away, caught in mem'ries\nYou must believe love will come through\n\nI'll be your angel in your darkest night\nI'll be your destiny, waiting by your side\nI'll be the sunshine when you're feeling blue\nI'm always here for you\n\nComes a day, heart on fire\nWhen all your faith seems to be missing\nGo your way and you'll find there\nA land of hope, a land of dreams\n\nI'll be your angel in your darkest night\nI'll be your destiny, waiting by your side\nI'll be the sunshine when you're feeling blue\nI'm always here for you\n\nAnd when you lose it all\nAnd nothing seems right\nJust keep holding on\nTo me\n\nI'll be your angel in your darkest night\nI'll be your destiny waiting by your side\nI'll be the sunshine when you're feeling blue\nI'm always here for you",https://youtube.com/watch?v=Vv8GmwcfR9A,,2005-mt,0.0848806366047745,,,569185,20111127,4447,514,Chiara - Angel (Malta) 2005 Eurovision Song Contest,0.00172452001044023,45,15,25,,,0,Cannot locate artist or song on spotify
2009,az,Azerbaijan,AySel & Arash,Always,3,2,11,12,3,207,2,180,253,112,,,Alex Papaconstantinou;Arash Labaf;Johan Bejerholm;Marcus EnglÃ¶f;Robert Uhlmann,Anderz Wrethov;Arash Labaf;Elin Wrethov;Robert Uhlmann,"Always on my mind, always in my heart\n\nI've been waiting for you night after night\nLike a shadow, staying close to the light\nSuddenly you stand beside me\nAnd I see a million burning stars\n\nYou are always on my mind, always in my heart\nAnd I can hear you call my name on a mountain high\nAlways on my mind, always in my dreams\nI wanna hold you close to me, always, all the time\n\nI believe I'm addicted to you\nIn your eyes I see dreams comin' true\nFinally I have found you\nAnd now I will never let you go, no\n\nYou are always on my mind, always in my heart\nAnd I can hear you call my name on a mountain high\nAlways on my mind, always in my dreams\nI wanna hold you close to me, always, all the time\n\nAlways on my mind, always in my heart\nAnd I can hear you call my name on a mountain high\nAlways on my mind, always in my dreams\nI wanna hold you close to me, always, all the time\n\nAlways on my mind, always in my heart\nAlways on my mind, always in my dreams\nAlways, all the time",https://youtube.com/watch?v=9OEIOS1oUeY,,2009-az,0.0849753694581281,0.0475785896346644,0.100396825396825,25097435,20120413,168344,10000,Aysel and Arash - Always - ðŸ‡¦ðŸ‡¿ Azerbaijan - Grand Final - Eurovision 2009,0.0380046036364958,5,18,25,57,13,48,"Fixed, was missing"
2010,tr,Turkey,maNga,We Could Be The Same,2,2,14,17,2,170,1,118,177,119,,,Ferman AkgÃ¼l,,"You could be the one in my dreams\nYou could be much more than you seem\nAnything I've wanted in life\nDo you understand what I mean?\nI can see that this could be fate\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't come as a surprise\nI've seen you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nAnd I feel I'm turning the page\nAnd I feel the world is a stage\nI don't think that drama will stop\nI don't think they'll give up the rage\nBut I know the world could be great\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't count as a surprise\nI see you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nNo matter what they say\nNo matter what they say\nWe could be the same\nNo matter what they say",https://youtube.com/watch?v=524Yy7JWBd4,,2010-tr,0.0751547303271441,0.0526083112290009,0.0779392338177015,17667571,20100711,227553,32000,maNga - We Could Be The Same - LIVE - Eurovision Song Contest 2010,0.0267536914857892,7,25,25.6666666666667,47,23,58,"Fixed, was missing"
2014,nl,Netherlands,The Common Linnets,Calm After The Storm,2,1,24,14,2,238,1,150,222,200,,,Ilse DeLange;Jake Etheridge;JB Meijers;Matthew Crosby;Rob Crosby,,Driving in the fast lane\ncounting mile marker signs\nThe empty seat beside me\nkeeps you on my mind\n\nLivinâ€™ in the heartache\nwas never something I pursued \nI can't keep on chasing \nwhat I can't be for you\n\noooohhhh skies are black and blue\nIâ€™m thinking about you\nHere in the calm after the storm\n\ntears on the highway\nwater in my eyes\nThis rain ainâ€™t gonna change us\nwhatâ€™s the use to cry\n\nI could say im sorry\nbut I don't wanna lie\nI just wanna know if staying\nis better than goodbye\n\noooohhhh skies are black and blue\nIâ€™m thinking about you\nHere in the calm after the storm\noooooohh after all that weâ€™ve been through\n(baby) there ainâ€™t nothing new\nHere in the calm after the storm\n\nMaybe I can find you\ndown this broken line\nMaybe you can find me\nguess weâ€™ll know in time\n\noooohhhh skies are black and blue\nIâ€™m thinking about you\nHere in the calm after the storm\nthere ainâ€™t nothing new\nHere in the calm after the storm,https://youtube.com/watch?v=4ggBPAm5XLA,,2014-nl,0.110904007455732,0.0931966449207829,0.103448275862069,2293527,20140510,12339,1500,The Common Linnets - Calm After The Storm (The Netherlands) 2014 LIVE Eurovision Grand Final,0.00347304752715173,53,8,25.8333333333333,14,10.5,54,"Fixed, was missing"
2015,ee,Estonia,Elina Born & Stig RÃ¤sta,Goodbye to Yesterday,7,1,4,7,7,106,3,105,144,196,,,Stig RÃ¤sta,,"I woke up at six AM,\nmy eyes were closed but my mind was awake,\npretended I was breathing in a deep sleep pace\n\nGot dressed so quietly,\nI was frozen by the jingle of my keys at the door\nas I got outside I smiled to the dog\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye\nGoodbye to yesterday\n\nWhy would you think like that\nyeah, we fight a lot, but in the end,\nyou and I, we're a perfect match\n\nI wouldn't want it any other way,\nbut now you're gone and I'm all alone,\nlying here naked and staring at the phone\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye,\nGoodbye to yesterday\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye,\nGoodbye to yesterday\n\nGoodbye to yesterday\n\nOoh, goodbye to yesterday",https://youtube.com/watch?v=gSWbx3CvVUk,,2015-ee,0.0456896551724138,0.0762645914396887,0.0620689655172414,5660398,20150519,40231,3600,Elina Born & Stig RÃ¤sta - Goodbye To Yesterday (Estonia) - LIVE at Eurovision 2015: Semi-Final 1,0.00857144096258497,20,54,25.8333333333333,20.5,37,41,"Fixed, was missing"
