year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes
2015,au,Australia,Guy Sebastian,Tonight Again,5,,12,,5,196,,,132,196,,,David Ryan Harris;Guy Sebastian;Louis Schoorl,,"Oh, everyoneâ€™s got their problems\nThereâ€™s always something on your mind\nOh, but tonight we ainâ€™t gotta solve them\nFor tonight letâ€™s leave them all behind\n\nOh, do what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh get on it, ooh get on it\n\nI donâ€™t want tomorrow\nOh baby, tonightâ€™s so good\nTonightâ€™s so good\nThis is one tough act to follow\nOh baby, tonightâ€™s so good\nForget tomorrow â€“ we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nWe can do tonight\n\nOh, some people might call you crazy\nThey say we only live for fun\nThey may be right but only maybe\nI can guarantee what we got is what we want\n(Ainâ€™t that right?)\n\nDo what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh get on it, ooh get on it\n\nI donâ€™t want tomorrow\nOh baby, tonightâ€™s so good\nTonightâ€™s so good\nThis is one tough act to follow\nOh baby, tonightâ€™s so good\nForget tomorrow â€“ we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nOh, we can do tonight\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\n\nDo what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh, get on it, ooh get on it\n\nI donâ€™t want tomorrow\nOh baby, tonightâ€™s so good\nTonightâ€™s so good\nThis is one tough act to follow\nOh baby, tonightâ€™s so good\nForget tomorrow â€“ we can do tonight again\nYeaaaah\nOooh\nTonightâ€™s so good\nThis is one tough act to follow\nOh baby, tonightâ€™s so good\nForget tomorrow â€“ we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nForget tomorrow â€“ we can do tonight again",https://youtube.com/watch?v=H0EhhZWXTng,,2015-au,0.0844827586206897,0.0762645914396887,0.0568965517241379,5946605,20150523,38297,3400,Guy Sebastian - Tonight Again (Australia) - LIVE at Eurovision 2015 Grand Final,0.00900483918009168,19,19,27.1666666666667,20.5,42,41,Accurate
2013,gr,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,6,2,21,9,6,152,2,121,152,152,,,Ilias Kozas,Stathis Pachidis,"Mas vrik' i trikimia\nMesa stin Egnatia\nBoforya mas travane st' anihta\nSa lathos na 'n' i rota\nPyos pezi me ta fota?\nKi i plori mas travai ya Grevena\n\nSe mya thalassa whiskey\nNavayi ke pyos mas vriski\nKe zalizete, treklizi ol' i yi\nMe kefali surotiri\nKe t' amaxi trehadiri\nPyos tu evale pidhalyo ke pani?\n\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol is free\nAlcohol is free\n\nKima ke lisomanai\nKi i gorgona na rotai\nMa o Alekos ta 'hi pyi kali kira\nMesopelaga fanari\nVre mas pirane habari\nPyos piye to spitaki mu makrya, (makrya!) makria?\n\nMas vrik' i trikimia\nMesa stin Egnatia\nBoforya mas travane st' anihta\nSa lathos na 'n' i rota\nPyos pezi me ta fota?\nKi i plori mas travai ya Grevena\n\nMas vrik' i trikimia\nMesa stin Egnatia\nBoforya mas travane st' anihta\nSa lathos na 'n' i rota\nPyos pezi me ta fota?\nKi i plori mas travai ya Grevena\n\nDhe mas 'ftegan ta whiskakya\nBoba itan ta pagakya\nKe to skafos ehi rodhes telika\nAlkotest ke trohonomos\nDhen ine ya mas o tromos\nKatifora mes sti thalass' arhina\n\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol is free\nAlcohol is free\n\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol, alcohol, alcohol is free\nAlcohol is free\nAlcohol is free",https://youtube.com/watch?v=_AfrOZersNk,,2013-gr,0.0671971706454465,0.0671971706454465,0.0671971706454465,5228817,20130518,57446,5600,Koza Mostra feat. Agathon Iakovidis - Alcohol Is Free (Greece) - LIVE - 2013 Grand Final,0.00791790545817815,23,30,27.6666666666667,28,32,37,"Fixed, was missing"
2009,tr,Turkey,Hadise,DÃ¼m Tek Tek,4,1,18,9,4,177,2,172,205,114,,,Sinan AkÃ§Ä±l,Hadise;Sinan AkÃ§Ä±l;Stefan Fernande,"Baby, you're perfect for me\nYou are my gift from heaven\nThis is the greatest story\nOf all times\n\nWe met like in a movie\nSo meant to last forever\nAnd what you're doing to me\nFeels so fine\n\nAngel, I wake up\nAnd live my dreams endlessly\nCrazy for you\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nBaby, I read all answers\nIn your exotic movements\nYou are the greatest dancer\nOf all times\n\nYou make me feel so special\nNo one can kiss like you do\nAs if it's your profession\nFeels so fine\n\nAngel, I wake up\nAnd live my dreams endlessly\nCrazy for you\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nCan you feel the rhythm in my heart?\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nCan you feel the rhythm in my heart?\nThe beat's going dÃ¼m tek tek\nAlways louder like there's no limit\nFeels like there's no way back\n\nAlways louder like there's no limit\nFeels like there's no way back\nAlways louder like there's no limit\nFeels like dÃ¼m tek tek",https://youtube.com/watch?v=TzKgojZqO5Y,yes,2009-tr,0.0726600985221675,0.048428207306712,0.0813492063492063,21514255,20160818,145971,14000,Hadise - DÃ¼m Tek Tek - TÃ¼rkiye ðŸ‡¹ðŸ‡· - Grand Final - Eurovision 2009,0.0325786572934445,6,27,28,56,22,48,"Fixed, was the wrong version"
2008,tr,Turkey,Mor ve Ã–tesi,Deli,7,2,12,3,7,138,7,85,,,,,Burak GÃ¼ven;Harun Tekin;Kerem KabadayÄ±;Kerem Ã–zyeÄŸen,,"AranÄ±yor, sahibi ruhumun\nTam yerine mi dÃ¼ÅŸtÃ¼m?\nDireniyor, faili tutkunun\nKÄ±zmÄ±ÅŸ ve kÃ¼Ã§Ã¼lmÃ¼ÅŸ\n\nAranÄ±yor, sahibi ruhumun\nTam yerine mi dÃ¼ÅŸtÃ¼m?\nDireniyor, direniyor, direniyor\n\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSevginiz nerde, Ã¶vÃ¼ndÃ¼ÄŸÃ¼nÃ¼z?\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSahte dÃ¼ÅŸlerle oyalamayÄ±n\n\nAranÄ±yor, sahibi ruhumun\nTam yerine mi dÃ¼ÅŸtÃ¼m?\nDireniyor, faili tutkunun\nKÄ±zmÄ±ÅŸ ve kÃ¼Ã§Ã¼lmÃ¼ÅŸ\n\nAranÄ±yor, sahibi ruhumun\nTam yerine mi dÃ¼ÅŸtÃ¼m?\nDireniyor, direniyor, direniyor\n\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSevginiz nerde, Ã¶vÃ¼ndÃ¼ÄŸÃ¼nÃ¼z?\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSahte dÃ¼ÅŸlerle\n\nBir yarÄ±m akÄ±llÄ±, bir yarÄ±m deli\nDÃ¶rt yanÄ±m akÄ±llÄ±, bir yanÄ±m deli\nHerkes akÄ±llÄ±, bir ben deli\nBir ben deli, bir ben deli\n\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSevginiz nerde, Ã¶vÃ¼ndÃ¼ÄŸÃ¼nÃ¼z?\nBeni bÃ¼yÃ¼tÃ¼n, aÄŸlatmayÄ±n\nSahte dÃ¼ÅŸlerle oyalamayÄ±n",https://youtube.com/watch?v=A__hliu_9UE,,2008-tr,0.0553327987169206,,,11808083,20160913,164659,14000,Mor ve Ã–tesi - Deli - TÃ¼rkiye ðŸ‡¹ðŸ‡· - Grand Final - Eurovision 2008,0.0357761982807682,8,38,28,,,59,Accurate
2008,rs,Serbia,Jelena TomaÅ¡eviÄ‡ feat. Bora Dugic,Oro,6,,23,,6,160,,,,,,,Å½eljko JoksimoviÄ‡,Dejan IvanoviÄ‡,"Ko li miluje milo moje?\nKo li usne te snene budi?\nNe zaboravi ime moje\nKada krene da, da te ljubi\nKlasje moje ne spavaj\nNjega ljubi, mene uspavaj\n\nNe lomi mi led, vodu nema\nNe soli mi ranu, suza nema\nKo li zaigra oro moje\nNeka ne igra za nas dvoje\nKlasje, mene uspavaj\n\nNuna nej, nuna nuna nuna nuna nuna nej\nNuna nej, nuna nuna nuna nuna nuna nej\nNa Vidovdan, probudi me, da ga opet pogledam\n\nNuna nej, nuna nuna nuna nuna nuna nej\nNuna nej, nuna nuna nuna nuna nuna nej\nNa Vidovdan, probudi me, da ga opet pogledam\nNa Vidovdan, probudi me, joÅ¡ jednom da ga pogledam",https://youtube.com/watch?v=d3NMkyDSEb0,,2008-rs,0.0641539695268645,,,1496783,20160914,15798,1100,Jelena TomaÅ¡eviÄ‡ feat. Bora Dugic - Oro (Serbia) Live 2008 Eurovision Song Contest,0.00453496180466237,24,30,28,,,36,"Fixed, was 0"
2014,am,Armenia,Aram MP3,Not Alone,4,1,7,1,4,174,4,121,193,125,,,Aram Sargsyan,Garik Papoyan,"Youâ€™re all alone, youâ€™re all alone,\nNo shoulder wants you to lean on,\nYou thought this world was too cold\nAnd youâ€™ve made up\nA whole new world\n\nDonâ€™t cry, donâ€™t cry little bird\nThough you are scared and youâ€™re hurt\nYouâ€™re gonna wake up\nItâ€™s only a dream\nAnd why do dreams make people scream\n\nYouâ€™re not aloneâ€¦\n\nWhat if itâ€™s all in one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nEnter all doors without keys\n\nWhat if itâ€™s all in one kiss\nThat turns all seeds into trees\nThe strongest wind into breeze\nWhat if itâ€™s all in one kiss\n\nYouâ€™re not aloneâ€¦",https://youtube.com/watch?v=oj0oOV-2fRQ,,2014-am,0.0810810810810811,0.0582479030754893,0.0899347623485554,4068174,20140510,41044,3700,Aram MP3 - Not Alone (Armenia) LIVE Eurovision Song Contest 2014 Grand Final,0.00616036421229093,29,21,28,38,17,35,Accurate
2004,se,Sweden,Lena Philipsson,It Hurts,5,,24,,5,170,,,,,,,Thomas 'Orup' Eriksson,,"Nobody but me, could know the way I feel\n\nI'm standing on the rooftop\nAnd I'm crying out your name\nI'm looking for an answer\nAnd for somebody to blame\n'Cause even though it's over\nYou linger on my mind, oh\n\nHurts, oh it hurts, really hurts\nIn the middle of the night\nIn the light of the day\nYou know that it hurts\nOh it hurts, really hurts\nAnd I wish I could be stronger\nNo longer afraid\nNobody but me, could know the way I feel\nOh it hurts, oh it hurts\n\nI'm trying to forget love\nThe pain I feel inside\nI'm clinging to my pillow\nAnd the tears I cannot hide\nI wish it could be over\nSo I can start anew, oh\n\nHurts, oh it hurts, really hurts\nIn the middle of the night\nIn the light of the day\nYou know that it hurts\nOh it hurts, really hurts\nAnd I wish I could be stronger\nNo longer afraid\nNobody but me, could know the way I feel\nOh it hurts, oh\n\nNot easy to remember\nAnd even harder to forget\nWhenever I surrender (whenever I surrender)\nOh, you're always on my mind...\n\n(Hurts, oh it hurts, really hurts)\nIn the middle of the night\nIn the light of the day\nYou know that it hurts\nOh it hurts, really hurts\nAnd I wish I could be stronger\nNo longer afraid\nNobody but me, could know the way I feel\nOh it hurts, ooh it hurts\nI wish I could be stronger\nOh, but it hurts",https://youtube.com/watch?v=na2qDYmm7LM,,2004-se,0.0814176245210728,,,360999,20130225,1892,242,Lena Philipsson - It Hurts (Sweden) 2004 Eurovision Song Contest,0.00109375686156331,56,16.5,29.6666666666667,,,26,Accurate
2012,ru,Russia,Buranovskiye Babushki,Party For Everybody,2,1,6,14,2,259,1,152,332,94,,,Viktor Drobysh,Olga Tuktaryova,"DÅ¾ekÄ±Å¡et tÃ¶di vÃ¶ldiÅ¡ko, piosme vÃ¶Å¾maÅ¡ko\nKotem njan buj-buj ik bude, Å¡ulemÄ± nebÅ¾e\n\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and boom boom\n\nKorka tÄ±r ik nÄ±lpioÅ¡Ä±, bertizÄ±, musoosÄ±\nKorka tÄ±r ik nÄ±lpioÅ¡Ä±, bertizÄ±, musoosÄ±\nVoÅ¾ deremme diÅ¡alo no tÃ¶d kÄ±Å¡etme mon kerto\nVoÅ¾ deremme diÅ¡alo no ektÄ±nÄ± poto\n\nKÄ±rdÅ¾jalom Å¾on Å¾on Å¾on, ektom mi kuaÅ¾ kuaÅ¾ alji\nKÄ±rdÅ¾jalom Å¾on Å¾on Å¾on, vanjmi ÄoÅ¡en\n\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and boom boom\n\nKotÅ¡Ä±Å¡e no Å¡umpote no, punije no Å¡umpote\nKotÅ¡Ä±Å¡e no Å¡umpote no, punije no Å¡umpote\nMÄ±lÄ±-kÄ±dÄ± kapÄija no Å¡umpotonen paÄÄ±lme\nMÄ±lÄ±-kÄ±dÄ± kapÄija no Å¡umpotone no\n\nKÄ±rdÅ¾jalom Å¾on-Å¾on-Å¾on, ektom mi kuaÅ¾-kuaÅ¾ alji\nKÄ±rdÅ¾jalom Å¾on-Å¾on-Å¾on, vanjmi ÄoÅ¡en\n\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and boom boom\n\n...\n\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and\nParty for everybody â€“ dance\nCome on and dance\nCome on and dance\nCome on and boom boom boom boom â€“ dance",https://youtube.com/watch?v=BgUstrmJzyc,,2012-ru,0.10632183908046,0.0385878489326765,0.135731807031889,9563050,20120526,129605,10000,Buranovskiye Babushki - Party For Everybody - Russia - Live - Grand Final - 2012 Eurovision,0.0144811581265572,13,10,30,72,5,33,"Fixed, was missing"
2006,gr,Greece,Anna Vissi,Everything,9,,16,,9,128,,,,,,,Nikos Karvelas,Anna Vissi,"I can hear my heart breaking as I open the door\nI can feel the tears on my face burn like fire\nAs I look in your eyes\nAnd I know I'm still in love\n\nWith everything I hate, everything you do\nEverything I fear, everything on you\nBaby, baby, I'm still in love\n\nWith everything I hate, everything you do\nEverything I fear, everything on you\nEverything I hate, everything you do\nEverything I fear, everything on you\n\nI can feel my life ending as I whisper goodbye\nAnd I know I'm still in love\n\nWith everything I hate, everything you do\nEverything I fear, everything on you\nWith everything I hate, everything you do\nEverything I fear, everything on you\n\nI can't believe I still need you\nI can't believe I still want you\nCan't believe life means nothing without you\nBaby, I'm still in love, still in love, still in love\n\nWith everything I hate, everything you do\nEverything I fear, everything on you\nEverything I hate, everything you do\nEverything I fear, everything on you\n\nI'm in love with everything you are",https://youtube.com/watch?v=EJDqzQ_GlW0,,2006-gr,0.058076225045372,,,1584091,20130417,18306,1300,Anna Vissi - Everything - ðŸ‡¬ðŸ‡· Greece - Grand Final - Eurovision 2006,0.00479948808886086,23,34,30.3333333333333,,,21,"Fixed, was the wrong version"
2012,rs,Serbia,Å½eljko JoksimoviÄ‡,Nije Ljubav Stvar,3,2,24,1,3,214,2,159,221,173,,,Å½eljko JoksimoviÄ‡,Marina TucakoviÄ‡;MiloÅ¡ RoganoviÄ‡,"ViÅ¡e sreÄ‡e drugi put\nKaÅ¾eÅ¡ mi to tako lako\nVidim da nam ne ide\nPa joÅ¡ kako moglo je\n\nI ako odeÅ¡ ti\nNeÅ¡to tvoje znaj\nTu Ä‡e ostati\n\nNije ljubav stvar\nDa bih ti je vratio\nGledaj to sam samo ja\nUvek sam te voleo\n\nNije ljubav stvar\nPa da ne znam Å¡ta Ä‡u s njom\nÅ½elim ti sve najbolje\nOva ljubav samo moj je brodolom\n\nNije tvoja ljubav stvar\nDa bih ti je vratio\nGledaj to sam samo ja\nUvek sam te voleo\n\nNije moja ljubav stvar\nPa da ne znam Å¡ta Ä‡u s njom\nÅ½elim ti sve najbolje\nTo moj je brodolom\n\nIdi samo, samo idi tamo\nLeti, pevaj, srce drugome daj\nA znaj da zbogom nije kraj\n\nNije moja ljubav stvar\nPa da ne znam Å¡ta Ä‡u s njom\nÅ½elim ti sve najbolje\nOva ljubav samo moj je brodolom",https://youtube.com/watch?v=R9x9VbJzaDQ,,2012-rs,0.0878489326765189,0.0710180623973727,0.0903515944399019,2549847,20120526,21798,2000,Å½eljko JoksimoviÄ‡ - Nije Ljubav Stvar - Serbia - Live - Grand Final - 2012 Eurovision Song Contest,0.00386118838712833,50,17,30.3333333333333,25,16,39,Accurate
2008,no,Norway,Maria,Hold On Be Strong,5,1,25,9,5,182,4,106,,,,,Mira Craig,,"Love can be hard sometimes\nYes, it can catch you off guard like bad crimes\nYes, it can make you depressed and angry\nMake you say: Why me, why won't anybody try me?\n\nYou might be saying: Ooh, I don't wanna be lonely\nOoh, I don't wanna be by myself\nOoh, don't wanna be lonely\nWhy ain't anybody lovin' me?\n\nBut there's always someone out there who'll be there for you\nThere is always someone out there who'll care for you\nThere's always someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nLove can go away forever if you push it\nAnd you have to remember: don't rush it\nIf it ain't right, it is wrong\nAnd you'll be crying: Why me, why won't anybody try me?\n\nYou might be saying: Ooh, I don't wanna be lonely\nOoh, I don't wanna be by myself\nOoh, don't wanna be lonely, oh no no\nWhy ain't anybody lovin' me?\n\nNow, but there's always someone out there who'll be there for you\nAnd there's always someone out there who'll care for you\nThere's always someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nAnd yes, there's always someone out there who'll be there for you\nAnd there's always someone out there who'll care for you\nThere's always someone out there who'll be true, true, true\nHold on, hold on, be strong\n\nHold on, hold on, be strong\nMy child, hold on, hold on, be strong",https://youtube.com/watch?v=arSnpxfOD2k,,2008-no,0.0729751403368083,,,445304,20160914,4411,391,Maria - Hold On Be Strong (Norway) Live 2008 Eurovision Song Contest,0.00134918463896462,49,22,31,,,38,Accurate
2010,ro,Romania,Paula Seling & Ovi,Playing With Fire,3,2,19,10,3,162,4,104,155,167,,,Ovidiu CernÄƒuÅ£eanu,,"Girl, girl, girl, can't you see what you do to me tonight?\nBoy, boy, boy, if you're mean, I will start a fight tonight\nYou and I could try to stop â€“ uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nBoy, boy, boy, what a fight, come and spend with me the night\nGirl, girl, girl, are you sure? â€“ Uhu â€“ I ain't here to fight, alright?\nYou and I could try to stop â€“ uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh\nIf we get together now, we'll burn this place down",https://youtube.com/watch?v=6OlG9g4-cyg,,2010-ro,0.0716180371352785,0.0738284703801945,0.0682518714222809,3372773,20100713,18445,2000,"""Romania"" Eurovision Song Contest 2010",0.00510733073004771,40,28,31,22,31,39,Accurate
2007,by,Belarus,Dmitry Koldun,Work Your Magic,6,0,3,4,6,145,4,176,,,,,Dimitris Kontopoulos;Philipp Kirkorov,Karen Kavaleryan,"Welcome to the night and you will see\nYou've got the magic power\nI am on my way, I keep the key to your tower\n\nYou can serve me something really hot\nCall it love or madness\nBut you'll get the best of what I've got\n\nWork your magic\nI never wanna lose this feeling\nI am able and I'm willing\nYes, I'm willing\n\nWork your magic\nYou set my beating heart in motion\nWhen you cast your loving potion\nLoving potion\n\nWork your magic\nI never wanna lose this feeling\nI am able and I'm willing\nYes, I'm willing\n\nWork your magic\nYou set my beating heart in motion\nWhen you cast your loving potion over me\n\nBaby, you can put your spell on me\nMakin' it slow and steady\nMaybe I can solve your mystery\nAre you ready?\n\nWe are standing closely skin to skin\nPlayin' a very old game\nIn this game of love, you always win\n\nWork your magic\nI never wanna lose this feeling\nI am able and I'm willing\nYes, I'm willing\n\nWork your magic\nYou set my beating heart in motion\nWhen you cast your loving potion over me\n\nWhen you cast your loving potion over me\n\nSo you work your magic\nBaby, work your magic\nKeep my heart forever bound\n\nWork your magic\nI never wanna lose this feeling\nI am able and I'm willing\nYes, I'm willing\n\nWork your magic\nYou set my beating heart in motion\nWhen you cast your loving potion over me",https://youtube.com/watch?v=PxON-jTcBPA,,2007-by,0.0595238095238095,,,1005396,20160919,11286,1100,Dmitry Koldun - Work Your Magic (Belarus) Live 2007 Eurovision Song Contest,0.00304615462532667,31,32,31.6666666666667,,,0,Cannot locate version on spotify with larger than 0 popularity
2021,is,Iceland,DaÃ°i & GagnamagniÃ°,10 Years,4,2,12,8,4,378,2,288,180,198,148,140,DaÃ°i Freyr PÃ©tursson,,"10 Years\n\nWe've been together for a decade now\nStill everyday I'm loving you more\nIf I could do it all again\nI'd probably do it all the same as before\n\nI don't wanna know what would have happened if I never had had your love\nI didn't become myself before I met you\nI don't wanna know what would have happened if I never had felt your love\n\nEverything about you I like\nWe started out so fast\nNow we can take it slower\n\nLove takes some time, takes a little time, so take a little time\n\nAs it ages like wine\nHow does it keep getting better?\nEveryday our love finds a new way to grow\nThe time we spend together\nMmm, simply feels good\nWe got a good thing going\nAnd just when I thought that my heart was full\nI found places that I never explored\nYou're so fascinating\nI can't remember the last time I was bored\n\nI don't wanna know what would have happened if I never had had your love\nI didn't become myself before I met you\nI don't wanna know what would have happened if I never had felt your love\nEverything about you I like\n\nHow does it keep getting better?\nEveryday our love finds a new way to grow\nThe time we spend together\nMmm, feels good\nWe got a good thing going\nHow does it keep getting better\nEveryday our love finds a new way to grow\nThe time we spend together\nSimply feelÑ• good\nWe got Ð° good thing going",https://youtube.com/watch?v=YSMhu-PrLME,,2021-is,0.0835543766578249,0.0875331564986738,0.0795755968169761,7836248,20210522,118347,4400,DaÃ°i og GagnamagniÃ° - 10 Years - LIVE - Iceland ðŸ‡®ðŸ‡¸ - Grand Final - Eurovision 2021,0.00613579457038986,39,24,32.6666666666667,22,37,56,"Fixed, was the wrong version"
2022,se,Sweden,Cornelia Jakobs,Hold Me Closer,4,2,20,17,4,438,1,396,180,258,174,222,,,,https://www.youtube.com/watch?v=i777psA2gP4,,2022-se,0.0943965517241379,0.111206896551724,0.0775862068965517,6068907,20220514,61567,4300,Cornelia Jakobs - Hold Me Closer - LIVE - Sweden ðŸ‡¸ðŸ‡ª - Grand Final - Eurovision 2022,0.00475196377383679,48,21,32.6666666666667,8,42,59,Accurate
2021,ua,Ukraine,Go_A,Shum,5,1,19,15,5,364,2,267,267,97,164,103,Kateryna Pavlenko;Taras Shevchenko,Kateryna Pavlenko,"Shum\n\nVesnyanochko, vesnyanochko\nDe ty zymuvala?\nU sadochku na klenochku\nSorochechku pryala\nTam u lisi, na uzlissi\nSova v vodu duye\nZaspivayu spivanochku\nNekhay vona chuye\n\nZapletysya, shume, barvinochkom\nYa tobi spivayu vesnyanochku\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenÊ¹ki\n\nPryydy, pryydy, vesnyanochko\nTa y ne zabarysya\nA my vyydem na yulytsyu\nBudem lyubytysya\nVesnyanochko, panyanochko\nZahlyanÊ¹ u vikontse\nZaspivaly spivanochku\nZasvitylo sontse\n\nNumo, numo, zapletemo shuma\nZapletemo, hulyaty pidemo\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenÊ¹ki\nZapletysya, shume, zapletysya\nBarvinochkom, shume, zastelysya\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenÊ¹ki\n\nVesnyanochko, vesnyanochko\nDe ty zymuvala?\nU sadochku na klenochku\nSorochechku pryala\nOy u lisi, na uzlissi\nSova v vodu duye\nZaspivayu spivanochku\nNekhay vona chuye\n\nZapletysya, shume, barvinochkom\nYa tobi spivayu vesnyanochku\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zelenesenÊ¹ki\nNumo, numo, narobyly shumu\nNÐ°robyly, vesnu rozbudyly\nSiyu, siyu, siyu, siyu konopelechky\nSiyu, siyu, siyu, siyu zeleneÑ•enÊ¹ki",https://youtube.com/watch?v=lqvzDkgok_g,,2021-ua,0.0804597701149425,0.0428824049513705,0.118037135278515,32602726,20210522,651178,46000,Go_A - Shum - LIVE - Ukraine ðŸ‡ºðŸ‡¦ - Grand Final - Eurovision 2021,0.0255279859916006,9,26.5,32.6666666666667,76,13,62,"Fixed, 0 was incorrect"
2011,se,Sweden,Eric Saade,Popular,3,2,7,8,3,185,1,155,221,106,,,Fredrik Kempe,,"Stop, don't say that it's impossible\n'Cause I know it's possible\nThough I know you never look my way\nI can say you will one day\nI can say you will one day\n\nI will be popular, I will be popular\nI'm gonna get there, popular\nMy body wants you, girl\nMy body wants you, girl\nI'll get you when I'm popular\n\nI put my hands up in the light\nYou see me dancing for my life\nI will be popular, I will be popular\nI'm gonna get there, popular\n\nSpread the news, I'm gonna take the fight\nFor the spotlight, day and night\nI can take this to the number one\nBe someone before you're gone\nBe someone before you're gone\n\nI will be popular, I will be popular\nI'm gonna get there, popular\nMy body wants you girl\nMy body wants you girl\nI'll get you when I'm popular\n\nI put my hands up in the light\nYou see me dancing for my life\nI will be popular, I will be popular\nI'm gonna get there, popular\n\nOh pop... oh pop... oh popular\nOh pop... oh pop... oh popular\nOh pop... oh pop... oh popular\nOh, oh...\n\nI will be popular, I will be popular\nI'm gonna get there\nMy body wants you, girl\nMy body wants you, girl\nI'll get you when I'm popular\n\nI put my hands up in the light\nYou see me dancing for my life\nI will be popular, I will be popular\nPopular\n\nOh pop... oh pop... oh popular\nOh, oh...",https://youtube.com/watch?v=-04pUETT7oI,,2011-se,0.0741780272654371,0.0423491809828206,0.088258785942492,7492785,20110629,39601,4000,Eric Saade - Popular (Sweden) - Live - 2011 Eurovision Song Contest Final,0.0113461923124208,15,26,33,65,19,51,"Fixed, was the wrong version"
